Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,53011546842,50869207977,48578321915
영업비용,48924850505,45714701329,42984038370
영업이익,4086696337,5154506648,5594283545
금융수익,1870712380,1750130779,465886046
금융원가,6522310584,2040590679,1368536324
기타이익,318094965,3574422646,1132300556
기타손실,364104194,634628564,1189800700
법인세비용차감전순이익(손실),"(610,911,096)",7803840830,4634133123
법인세비용(수익),"(485,826,500)","(84,981,161)","(176,599,362)"
당기순이익(손실),"(125,084,596)",7888821991,4810732485
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(2,550,962,384)",6688969967,3787908048
비지배지분에 귀속되는 당기순이익(손실),2425877788,1199852024,1022824437
주당이익,,,
기본주당이익(손실) (단위 : 원),(101),291,172
희석주당이익(손실) (단위 : 원),(102),273,172
