Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
Ⅰ.현금 및 상각후원가측정예치금,34629251,30050840,28453404
Ⅱ.당기손익-공정가치측정금융자산,71216564,61508281,62403759
Ⅲ.파생상품자산,4711421,6460652,3799189
Ⅳ.기타포괄손익-공정가치측정유가증권,90311979,85469161,64838323
Ⅴ.상각후원가측정유가증권,35686487,33371198,49930076
Ⅵ.상각후원가측정대출채권,411739562,407898972,389137156
Ⅶ.유형자산,3972304,4011097,4046164
Ⅷ.무형자산,6217946,5807836,5644782
Ⅸ.관계기업에 대한 투자자산,2692031,2904474,2913745
Ⅹ.당기법인세자산,30590,26307,15159
XI.이연법인세자산,153719,915369,134854
XII.투자부동산,257806,363108,675391
XIII.순확정급여자산,114378,456838,142020
XIV.보험계약자산,10654,0,0
XV.재보험계약자산,88353,88772,0
XVI.기타자산,29925844,25071114,35973754
XVII.매각예정자산,36444,29211,44409
자산총계,691795333,664433230,648152185
자본과 부채,,,
부채,,,
Ⅰ.예수부채,381512664,382988294,364896675
Ⅱ.당기손익-공정가치측정금융부채,1868977,1146110,1369225
Ⅲ.당기손익-공정가치측정지정금융부채,7796727,8367368,8023870
Ⅳ.파생상품부채,5038416,7708615,3586564
Ⅴ.차입부채,56901352,49279175,43167065
Ⅵ.사채,81561725,77288783,80149363
Ⅶ.순확정급여부채,67620,14664,51204
Ⅷ.충당부채,1369666,1266314,1166856
Ⅸ.당기법인세부채,92253,702143,702660
Ⅹ.이연법인세부채,542595,810569,175947
XI.보험계약부채,48333208,45904773,54333498
XII.재보험계약부채,93240,62803,0
XIII.투자계약부채,1572685,2133586,0
XIV.기타부채,48722340,33336475,40990836
부채총계,635473468,611009672,598613763
자본,,,
Ⅰ.지배주주지분,53720537,50731842,47291150
(1)자본금,2969641,2969641,2969641
(2)신종자본증권,4001731,4196968,3334531
(3)자본잉여금,12094968,12095043,12095043
(4)자본조정,"(658,664)","(582,859)","(664,429)"
(5)기타포괄손익누계액,"(1,074,453)","(1,910,750)","(984,936)"
(6)이익잉여금,36387314,33963799,30541300
Ⅱ.비지배지분,2601328,2691716,2247272
자본총계,56321865,53423558,49538422
자본과부채총계,691795333,664433230,648152185
