Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,78421203014.0,68346731750.0,56802196319.0
매출원가,55985825982.0,44888310426.0,37446122639.0
매출총이익,22435377032.0,23458421324.0,19356073680.0
판매비와관리비,13033090214.0,12848323434.0,11096347928.0
영업이익,9402286818.0,10610097890.0,8259725752.0
기타수익,2808604296.0,6297160311.0,2356397509.0
기타비용,2088390575.0,3680185938.0,254407196.0
금융수익,1013088810.0,309245685.0,80223811.0
금융원가,44586479.0,38385958.0,37069287.0
법인세비용차감전순이익,11091002870.0,13497931990.0,10404870589.0
법인세비용,2197581019.0,2900011010.0,1630594988.0
당기순이익,8893421851.0,10597920980.0,8774275601.0
당기순이익의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익,8893421851.0,10597920980.0,8774275601.0
주당이익,,,
기본주당이익 (단위 : 원),557.0,664.0,550.0
희석주당이익 (단위 : 원),557.0,664.0,550.0
