Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31
당기순이익(손실),"(2,095,147,625)",53365190430
세후 기타포괄손익,3098548630,"(559,749,705)"
후속적으로 당기손익으로 재분류될 수 있는 항목,10554294,"(214,386,895)"
해외사업장환산외환차이(세후기타포괄손익),10554294,"(214,386,895)"
후속적으로 당기손익으로 재분류되지 않는 항목,3087994336,"(345,362,810)"
기타포괄손익-공정가치금융자산평가손익,3601869224,"(946,326,770)"
순확정급여부채의 재측정요소,"(513,874,888)",600963960
세후 총포괄손익,1003401005,52805440725
세후 총포괄손익의 귀속,,
지배기업의 소유주에게 귀속되는 지분,3366961455,49005510758
비지배지분,"(2,363,560,450)",3799929967
