Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,27355721958,37596136764,32143919360
현금및현금성자산,840665569,3992009966,5642941882
당기손익-공정가치측정금융자산,,,23796360
매출채권 및 기타유동채권,17491474915,17087185400,11455938272
기타금융자산,1527140098,3620498852,11588922133
기타유동자산,3567721041,3504379039,619447082
당기법인세자산,28624900,62651265,40950
유동재고자산,2990293704,9229412242,2381757681
매각예정자산,909801731,100000000,431075000
비유동자산,29361437017,36371119068,36072711637
당기손익-공정가치측정금융자산,312723428,,
기타포괄손익-공정가치측정금융자산,1696836929,2277859666,4608924124
기타금융자산,3507780500,7137609016,9898167395
유형자산,7326322468,7207273073,5344812654
무형자산,4222908623,5689422027,5709767691
투자부동산,12087924854,12237191688,9135758937
기타비유동자산,202374429,1821763598,1375280836
순확정급여자산,4565786,,
자산총계,56717158975,73967255832,68216630997
부채,,,
유동부채,23799362472,28907343713,19537130522
매입채무 및 기타유동채무,4251659976,10213337543,7038227294
기타 유동부채,12346102,2406638999,871172217
기타금융부채,4020611652,6280474838,6816695332
유동성전환사채,6395194077,,
단기차입금,8369550665,9594392333,4811035679
유동성장기차입금,750000000,412500000,
비유동부채,9692476031,12384168242,8347819273
매입채무 및 기타채무,,152657646,
장기차입금,8987500000,9537500000,4500000000
순확정급여부채,,1453549959,2522089123
기타 비유동 부채,6113775,100906719,154437997
기타비유동금융부채,698862256,1024619247,442320366
충당부채,,114934671,728971787
이연법인세부채,,,
부채총계,33491838503,41291511955,27884949795
자본,,,
지배기업의 소유주에게 귀속되는 자본,25548439335,32762155217,40331681202
자본금,12528240500,12528240500,12528240500
자본잉여금,56858375530,56858375530,56858375530
기타포괄손익누계액,"(7,001,751,757)","(5,738,513,157)","(3,382,465,008)"
이익잉여금(미처리결손금),"(49,739,735,767)","(43,789,258,485)","(38,575,780,649)"
기타자본,12903310829,12903310829,12903310829
이익잉여금(결손금),,,
비지배지분,"(2,323,118,863)","(86,411,340)",
자본총계,23225320472,32675743877,40331681202
자본과부채총계,56717158975,73967255832,68216630997
