Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,38338183445,38193365689,38319078181
현금및현금성자산,11285440928,5031798588,11396530907
단기금융상품,3133707424,3115886858,734102839
"유동 당기손익인식금융자산, 의무적으로 측정된 공정가치",0,0,2005951333
매출채권,9038454184,11065643901,10845655812
기타유동금융자산,405275360,233054198,209537400
기타유동자산,588615882,1262546137,984311827
유동재고자산,13886689667,17484436007,12142988063
비유동자산,21878627602,17966667555,17549614639
기타비유동금융자산,285866843,224134868,175919988
유형자산,9031528848,9153653591,9377210067
무형자산,2468300877,1098643468,1182007252
투자부동산,1705855163,1750933393,1796011623
"비유동 당기손익인식금융자산, 의무적으로 측정된 공정가치",3090214922,2628833588,2055802776
관계기업에 대한 투자자산,1729207649,0,0
이연법인세자산,3567010467,3080383694,2962662933
기타비유동자산,642833,30084953,0
자산총계,60216811047,56160033244,55868692820
부채,,,
유동부채,14882359963,14173503921,14788616201
매입채무,4829318438,4429967647,4162596886
기타유동금융부채,1371565536,1039297442,1262500299
기타 유동부채,540490234,643815985,303414896
유동 차입금,8000000000,8000000000,9000000000
비유동차입금의 유동성 대체 부분,0,0,0
유동반품충당부채,79574420,15467387,15467387
당기법인세부채,61411335,44955460,44636733
비유동부채,5497365142,5042566578,5378921617
기타비유동금융부채,459910350,413576318,457858679
퇴직급여부채,5037454792,4628990260,4921062938
기타 비유동 부채,0,0,0
부채총계,20379725105,19216070499,20167537818
자본,,,
지배기업의 소유주에게 귀속되는 자본,39837085942,36943962745,35701155002
자본금,7339503500,7339503500,7339503500
주식발행초과금,17144882375,17144882375,17144882375
기타자본구성요소,"(5,797,308,631)","(5,797,308,631)","(4,648,672,891)"
기타포괄손익누계액,"(11,343,305)",14933201,7658000
이익잉여금(결손금),21161352003,18241952300,15857784018
비지배지분,0,0,0
자본총계,39837085942,36943962745,35701155002
자본과부채총계,60216811047,56160033244,55868692820
