Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,11617591,11461292,7485506
"현금및현금성자산 (주5,6,37,40)",1701163,1671312,1272554
"금융기관예치금 (주5,16,37,40)",323963,267333,165187
"유동당기손익인식지정금융자산 (주5,40)",0,14136,31533
"유동파생상품자산 (주5,40,41)",80216,162230,156042
유동확정계약자산,180518,160788,60910
"유동성상각후원가측정금융자산 (주5,40)",3950,5000,10000
"매출채권 (주5,7,16,36,40)",3292227,3355933,2839896
"기타채권 (주5,7,36,40)",162228,247539,123285
당기법인세자산,9586,1595,800
"기타유동자산 (주9,20)",1033499,911349,569673
재고자산 (주8),4828161,4661997,2223241
매각예정자산 (주43),2080,2080,32385
비유동자산,6628363,5796064,5140425
"장기금융기관예치금 (주5,37,40)",13682,17590,18866
"비유동파생상품자산 (주5,40,41)",39728,6388,9787
비유동확정계약자산,3861,13628,280
"비유동 당기손익-공정가치측정금융자산 (주5,40)",180246,156656,249194
"비유동 기타포괄손익-공정가치측정금융자산 (주5,40)",26710,27078,18788
"비유동 상각후원가측정금융자산 (주5,40)",83151,77943,75623
"장기매출채권 (주5,7,36,40)",56172,45623,46778
"장기기타채권 (주5,7,36,40)",98560,82054,46781
관계기업투자 (주14),143717,67006,407
공동기업 투자 (주15),257874,311967,1341070
이연법인세자산 (주33),162856,107152,72423
"기타비유동자산 (주9,18)",152031,165437,56131
사용권자산 (주38),185573,121922,114762
"유형자산 (주10,16)",4362411,3938770,2470922
투자부동산 (주11),32558,30840,21915
무형자산 (주12),829233,626010,596698
자산총계,18245954,17257356,12625931
부채,,,
유동부채,8631564,8504994,5173933
"유동파생상품부채 (주5,40,41)",75904,117916,78806
유동확정계약부채,90404,122672,142523
"매입채무 (주5,36,40)",1471481,1771530,1446951
"기타채무 (주5,36,40)",837967,853109,428059
"단기차입금 (주5,10,16,40)",4004057,3597977,1537208
"유동성장기차입금 (주5,10,16,40)",1250563,1262063,982963
"유동성리스부채 (주5,36,38,40)",41590,33393,28707
"기타유동성금융부채 (주5,40)",164,838,102
당기법인세부채 (주33),110128,142893,37781
유동성충당부채 (주17),86286,85112,48431
"기타유동부채 (주19,20)",663020,517491,442402
비유동부채,2863789,2858423,2741732
"비유동당기손익인식지정금융부채 (주5,40)",125845,94159,147463
"비유동파생상품부채 (주5,40,41)",51852,56474,23299
비유동확정계약부채,1345,1489,5021
"장기기타채무 (주5,36,40)",7116,5447,658
"장기차입금 (주5,10,16,40)",2202138,2267398,2307079
"리스부채 (주5,36,38,40)",123203,59565,55504
"기타비유동금융부채 (주5,40)",221,292,937
퇴직급여채무 (주18),28388,31276,30830
이연법인세부채 (주33),270097,309461,140372
충당부채 (주17),51123,29197,26573
기타비유동부채 (주19),2461,3665,3996
부채총계,11495353,11363417,7915665
자본,,,
지배기업의소유주에게귀속되는자본,4733668,4319819,3546598
자본금 (주21),161000,161000,161000
자본잉여금 (주22),377074,330923,348335
기타자본항목 (주23),"(138,028)","(135,924)","(117,275)"
기타포괄손익누계액 (주24),12799,26390,"(3,010)"
이익잉여금 (주25),4320823,3937430,3157548
비지배지분,2016933,1574120,1163668
자본총계,6750601,5893939,4710266
자본과부채총계,18245954,17257356,12625931
