Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출 (주4,26,28,36)",24480743,17491338,12829274
"매출원가 (주26,29,36)","(22,113,378)","(15,611,056)","(11,216,879)"
매출총이익 (주26),2367365,1880282,1612395
"지분법손익 (주14,15,26)","(2,028)",109380,105179
"판매비와관리비 (주26,29,36)","(1,465,663)","(1,320,153)","(1,142,259)"
"영업이익(손실) (주26,27)",899674,669509,575315
"기타이익 (주4,27,31)",1036988,2095560,782775
"기타비용 (주4,27,31)","(991,770)","(1,589,318)","(791,015)"
"금융수익 (주4,30,31)",92289,113518,26614
"금융비용 (주4,30,31)","(435,218)","(228,328)","(177,781)"
"기타영업외손익 (주4,31,32)",39079,"(61,327)","(23,987)"
법인세차감전순이익 (주4),641042,999614,391921
"법인세비용 (주4,33)","(63,646)","(148,791)","(46,936)"
계속영업이익(손실) (주4),577396,850823,344985
중단영업이익(손실) (주42),"(6,800)","(3,643)",7144
당기순이익(손실),570596,847180,352129
기타포괄손익,"(40,705)",47743,60426
당기손익으로 재분류 되지않는 세후기타포괄손익,"(14,923)",35621,21113
확정급여제도의 재측정요소,"(23,896)",36771,24765
지분법이익잉여금변동,9171,1286,(844)
기타포괄손익-공정가치측정지분상품 평가 및 처분손익,(198),"(2,436)","(2,808)"
당기손익으로 재분류되는 세후기타포괄손익,"(25,782)",12122,39313
지분법자본변동,"(8,529)","(33,866)","(3,401)"
현금흐름위험회피손익(세후기타포괄손익),"(21,124)",91077,"(1,727)"
외화환산외환차이의 세후차익(차손),3871,"(45,089)",44441
총포괄손익,529891,894923,412555
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),435964,793254,277785
비지배지분에 귀속되는 당기순이익(손실),134632,53926,74344
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",399968,845902,312159
"포괄손익, 비지배지분",129923,49021,100396
주당이익 (주34),,,
계속영업과중단영업 기본주당이익(손실) (단위 : 원) (단위 : 원),15881.0,28645.0,10004.0
계속영업과중단영업 희석주당이익(손실) (단위 : 원) (단위 : 원),15881.0,28645.0,10004.0
계속영업 기본 주당이익(손실) (단위 : 원) (단위 : 원),16117.0,28758.0,9756.0
계속영업 희석 주당이익(손실) (단위 : 원) (단위 : 원),16117.0,28758.0,9756.0
