Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,18613430.0,15516744.0,14526404
현금및현금성자산,4205665.0,3973897.0,2926856
단기금융상품,375802.0,767359.0,2351547
매출채권,3378696.0,2015829.0,1634832
기타채권,2539151.0,2839216.0,2525865
미청구공사,5335234.0,3734704.0,3247368
상각후원가 측정 금융자산,1774.0,20388.0,8432
파생상품자산,55406.0,389.0,1788
재고자산,815625.0,855394.0,718247
법인세자산,6663.0,5789.0,7888
기타유동자산,1899414.0,1303779.0,1075982
당기손익-공정가치 측정 금융자산,0.0,0.0,25034
매각예정처분집단의자산,0.0,0.0,2565
비유동자산,5101065.0,5394964.0,5110860
장기금융상품,128752.0,231412.0,67577
장기미수채권,421304.0,496446.0,379756
장기성기타채권,1088354.0,1281847.0,1427029
기타포괄손익-공정가치 측정 금융자산,74579.0,81110.0,47723
당기손익-공정가치 측정 금융자산,385188.0,437015.0,408864
상각후원가 측정 금융자산,35359.0,26269.0,36093
공동기업및관계기업 투자자산,86608.0,88958.0,87164
파생상품자산,29.0,,24668
투자부동산,446367.0,444482.0,354750
유형자산,1204520.0,1048810.0,1012128
사용권자산,104397.0,110714.0,113921
무형자산,724427.0,720626.0,718280
이연법인세자산,232146.0,248310.0,277192
기타비유동자산,169035.0,178965.0,155715
자산총계,23714495.0,20911708.0,19637264
부채,,,
유동부채,10356647.0,8757397.0,7613217
매입채무,3959030.0,2598796.0,2166796
기타채무,1715265.0,1410667.0,1048038
공사및분양선수금,1506362.0,947725.0,717928
초과청구공사,1955657.0,2764330.0,2556253
단기차입금,248744.0,83142.0,108786
유동성장기부채,280997.0,440794.0,440943
파생상품부채,527.0,0.0,0
법인세부채,93683.0,116798.0,220415
유동충당부채,306189.0,159759.0,156287
기타금융부채(유동),40829.0,41815.0,34285
유동 리스부채,73368.0,78567.0,74148
기타 유동부채,175996.0,115004.0,89338
비유동부채,2902333.0,2230034.0,2594756
장기성기타채무,360027.0,277182.0,282557
사채,1207220.0,1017694.0,1446183
장기차입금,563609.0,193531.0,163871
비유동파생상품부채,0.0,10555.0,33
순확정급여부채,107.0,126.0,361
장기종업원급여충당부채,50484.0,43921.0,49012
비유동충당부채,515090.0,500797.0,463976
기타금융부채(비유동),105427.0,110145.0,111709
리스부채,22737.0,20582.0,26546
기타 비유동 부채,57583.0,49682.0,47451
이연법인세부채,20049.0,5819.0,3057
부채총계,13258980.0,10987431.0,10207973
자본,,,
지배기업의 소유주에게 귀속되는 자본,8136651.0,7686677.0,7216737
자본금,562052.0,562052.0,562052
기타불입자본,1089613.0,1089613.0,1092447
기타자본구성요소,64766.0,25873.0,"(77,723)"
이익잉여금,6420220.0,6009139.0,5639961
비지배지분,2318864.0,2237600.0,2212554
순자산,10455515.0,9924277.0,9429291
자본과부채총계,23714495.0,20911708.0,19637264
