Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익,16617929586,7096803674,6296994451
영업비용,29945158524,16692900239,10113764012
영업이익(손실),"(13,327,228,938)","(9,596,096,565)","(3,816,769,561)"
기타영업외수익,91075689,507101186,133946185
기타영업외비용,12309990332,2094959723,867872259
금융수익,2563276728,759728007,992746518
금융비용,5171728971,3660992026,11811475349
지분법손익,"(307,596,337)","(692,161,073)",105873584
법인세비용차감전순이익(손실),"(28,462,192,161)","(14,777,380,194)","(15,263,550,882)"
법인세비용(수익),"(416,688,292)","(347,756,873)",50713156
당기순이익(손실),"(28,045,503,869)","(14,429,623,321)","(15,314,264,038)"
기타포괄손익,"(7,210,611,711)","(46,461,934)",21439812
후속기간에 당기손익으로 재분류되지 않는 포괄손익,,,
기타포괄손익-공정가치 측정 금융자산평가손익,"(7,228,146,482)","(42,051,264)",21439812
후속기간에 당기손익으로 재분류되는 포괄손익,,,
지분법자본변동,17534771,"(4,410,670)",
총포괄손익,"(35,256,115,580)","(14,476,085,255)","(15,292,824,226)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(27,654,584,587)","(14,429,623,321)","(15,491,934,026)"
비지배지분에 귀속되는 당기순이익(손실),"(390,919,282)",,177669988
총 포괄손익의 귀속,,,
"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분","(34,865,196,298)","(14,476,085,255)","(15,470,494,214)"
"총 포괄손익, 비지배지분","(390,919,282)",,177669988
주당이익,,,
기본주당이익(손실) (단위 : 원),(417),(347),(736)
희석주당이익(손실) (단위 : 원),(417),(347),(736)
