Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,6357088542148,7812755198909,6316435934254
매출원가,2502101470521,2727570887319,2607115340016
매출총이익,3854987071627,5085184311590,3709320594238
판매비와관리비,3215206458048,4439735318047,3191919946405
영업이익(손실),639780613579,645448993543,517400647833
금융이익,139721113297,124744625708,93432070466
금융원가,231079247485,209227657373,168750752544
지분법투자손실,"(6,843,122,086)","(22,882,789,204)","(11,337,915,911)"
기타영업외수익,25024560126,44827154807,296246887028
기타영업외비용,113387636572,61035502221,209416369830
법인세비용차감전순이익(손실),453216280859,521874825260,517574567042
법인세비용(수익),141248268251,"(25,765,049,972)",128707947969
당기순이익(손실),311968012608,547639875232,388866619073
당기순이익(손실)의 귀속,,,
지배기업의 소유주,225111670925,406065274588,306827154501
비지배지분,86856341683,141574600644,82039464572
주당이익,,,
기본주당이익(손실) (단위 : 원),23574.0,41282.0,31193.0
희석주당이익(손실) (단위 : 원),23574.0,41282.0,31193.0
