Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),233675500767,205388536295,163533830268
매출원가,93104723776,79109064676,62515596496
매출총이익,140570776991,126279471619,101018233772
판매비와관리비,123254399268,103647115927,84774497726
경상연구개발비,12254936783,12956511533,17327817046
영업이익(손실),5061440940,9675844159,"(1,084,081,000)"
금융수익,1474913038,937180877,2637747583
금융비용,387174225,1661978234,253101438
기타수익,209497614,1243348524,573502313
기타비용,450515051,1174088322,681531741
관계기업에 대한 지분법손익,"(1,640,974,989)","(1,644,841,282)",2612606885
법인세비용차감전순이익(손실),4267187327,7375465722,3805142602
법인세비용(수익),3268907037,496137400,61488946
당기순이익(손실),998280290,6879328322,3743653656
당기순이익(손실)의 귀속,,,
지배기업 소유주지분,1290125959,6875382485,3939217434
비지배지분,"(291,845,669)",3945837,"(195,563,778)"
기타포괄손익,"(1,503,491,747)","(2,423,481,394)",8349519482
당기손익으로 재분류되지 않는 항목,"(1,503,491,747)","(2,423,481,394)",8349519482
기타포괄손익공정가치측정평가손익,"(724,756,601)","(3,896,174,490)",8502975942
지분법자본변동,"(42,842,447)",95253192,5519957
순확정급여부채의 재측정요소,"(735,892,699)",1377439904,"(158,976,417)"
총포괄손익,"(505,211,457)",4455846928,12093173138
총포괄손익의 귀속,,,
지배기업 소유주지분,"(211,002,065)",4442147991,12278429634
비지배지분,"(294,209,392)",13698937,"(185,256,496)"
주당이익,,,
기본주당순손익 (단위 : 원),114,604,344
희석주당순손익 (단위 : 원),114,604,344
