Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,1197839036,1058080200,990554123
현금및현금성자산,76551992,56639517,59408166
매출채권및기타채권,587706814,540249835,482445597
유동금융자산,75230141,60903135,78561580
재고자산,425323021,372030048,330006364
기타유동자산,30142891,26219450,39127914
당기법인세자산,2884177,2038215,1004502
비유동자산,3853843235,2130801249,2119432669
장기매출채권및기타채권,1947825,10047732,8276033
유형자산,746739346,579004703,588176300
투자부동산,29276614,29544178,30951424
무형자산,176692740,147503218,210828428
사용권자산,72212475,54144599,61244699
관계기업및공동기업투자,2432345686,788479230,663031997
비유동금융자산,218345762,336126457,436952763
기타비유동자산,64883,63289,52514
기타비유동금융자산,102632105,100851202,91838512
이연법인세자산,42736084,28459743,28079999
순확정급여자산,30849715,56576898,
자산총계,5051682271,3188881449,3109986792
부채,,,
유동부채,866095197,752414076,588539334
매입채무및기타채무,505000431,427344988,402346576
단기차입금및유동성장기부채,220204453,188104480,49926952
유동금융부채,54245,14873,96514
기타 유동부채,97592432,84901705,102837539
기타유동금융부채,4541948,8576903,4188291
충당부채,7518372,11566830,5100080
당기법인세부채,11700471,15657854,6402109
유동 리스부채,19482845,16246443,17641273
비유동부채,664633258,237588162,310976480
장기차입금,,37415,37224
기타 비유동 부채,9162495,7440898,8710047
기타비유동금융부채,6442293,4247479,9307497
충당부채,16654108,5834101,18801300
이연법인세부채,580595312,181263935,219975228
비유동 리스부채,51779050,38764334,44198154
순확정급여부채,,,9947030
부채총계,1530728455,990002238,899515814
자본,,,
지배기업의 소유주에게 귀속되는 자본,2702476114,1824133676,1825132155
자본금,78845934,48852241,48852241
자본잉여금,130652762,444686644,444640458
이익잉여금,2373456537,1293207566,1228506767
기타포괄손익누계액,162297412,113810151,179555615
자기주식,,"(74,250,432)","(74,250,432)"
기타자본조정,"(42,776,531)","(2,172,494)","(2,172,494)"
비지배지분,818477702,374745535,385338823
자본총계,3520953816,2198879211,2210470978
자본과부채총계,5051682271,3188881449,3109986792
