Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,649568305,585798633,603767421.0
매출원가,496094209,529030632,411789914.0
매출총이익,153474096,56768001,191977507.0
판매비와관리비,121446176,109063440,102801818.0
영업이익(손실),32027920,"(52,295,439)",89175689.0
금융수익,146611388,129209309,68613532.0
금융비용,88280056,136109403,77320838.0
기타영업외수익,11387347,54796208,46354006.0
기타영업외비용,3061466,30193943,15240727.0
법인세비용차감전순이익(손실),98685133,"(34,593,268)",111581662.0
법인세비용(효익),16527131,"(4,912,226)",16231390.0
연결당기순이익(손실),82158002,"(29,681,042)",95350272.0
연결당기순이익(손실),,,
지배기업소유주지분,82158002,"(29,681,042)",95350272.0
비지배지분,0,0,0.0
연결기타포괄손익,154052023,"(12,348,108)",25378074.0
후속적으로 당기손익으로 재분류되지 않는 항목,"(2,013,386)","(454,773)",132096.0
확정급여제도의 재측정요소,"(2,013,386)","(454,773)",132096.0
후속적으로 당기손익으로 재분류되는 항목,156065409,"(11,893,335)",25245978.0
해외사업환산손익,157842666,"(18,794,760)",25245978.0
현금흐름위험회피 파생상품평가손익,"(1,777,257)",6901425,0.0
당기총포괄손익,236210025,"(42,029,150)",120728346.0
연결총포괄이익(손실),,,
지배기업소유주지분,236210025,"(42,029,150)",120728346.0
비지배지분,0,0,0.0
주당이익(손실),,,
기본주당이익(손실) (단위 : 원),1152,(416),1394.0
