Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,1757323.0,1834200.0,1358712.0
현금및현금성자산,952781.0,744629.0,521592.0
매출채권,224838.0,268338.0,249207.0
계약자산,99071.0,115194.0,115245.0
기타채권,55204.0,52613.0,48472.0
파생금융자산,7863.0,10074.0,5696.0
기타금융자산,82636.0,288266.0,30705.0
재고자산,119169.0,129057.0,108223.0
기타자산,187432.0,226029.0,279572.0
매각예정자산,28329.0,,
비유동자산,6096623.0,5714742.0,5130067.0
기타채권,21160.0,22537.0,18349.0
파생금융자산,25117.0,38262.0,2026.0
기타금융자산,35893.0,36569.0,10130.0
관계기업,135990.0,144739.0,127000.0
유형자산,5840572.0,5444060.0,4963289.0
무형자산,10690.0,7197.0,6455.0
기타자산,27201.0,21378.0,2818.0
자산총계,7853946.0,7548942.0,6488779.0
부채,,,
유동부채,1294029.0,1226756.0,1149410.0
매입채무,216076.0,242354.0,236811.0
차입금 등,473728.0,320682.0,325903.0
파생금융부채,3599.0,3832.0,4399.0
기타채무,208480.0,151233.0,126369.0
충당부채,39399.0,49266.0,10039.0
기타부채,44748.0,39542.0,20781.0
계약부채,175465.0,212175.0,221684.0
리스부채,132534.0,207672.0,203424.0
비유동부채,1846566.0,1829582.0,1742532.0
차입금 등,1725001.0,1622990.0,1616685.0
파생금융부채,0.0,0.0,4314.0
충당부채,0.0,0.0,24141.0
퇴직급여부채,0.0,0.0,1232.0
리스부채,105557.0,184907.0,96160.0
기타부채,16008.0,21685.0,0.0
부채총계,3140595.0,3056338.0,2891942.0
자본,,,
지배기업의 소유주에게 귀속되는 자본,4713351.0,4492604.0,3596837.0
자본금,534570.0,534570.0,534570.0
자본잉여금,717132.0,717132.0,717132.0
기타자본,1823416.0,1766202.0,1493821.0
이익잉여금,1638233.0,1474700.0,851314.0
자본총계,4713351.0,4492604.0,3596837.0
자본과부채총계,7853946.0,7548942.0,6488779.0
