Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및예치금,28038761,26070593,19652416
당기손익금융자산,20347272,19831666,19136576
기타포괄손익금융자산,29401005,25584877,22784632
상각후원가유가증권,36226185,40317143,37887237
상각후원가대출채권,315882890,307831762,286938154
위험회피회계파생상품자산,82236,51799,43292
관계기업투자,1748764,1518957,1352215
투자부동산,82999,88512,57718
유형자산,2248154,2156909,2170206
무형자산,296184,264197,268842
순확정급여자산,178297,347981,94473
이연법인세자산,112215,101238,7248
기타자산,13782317,7020704,7334758
자산총계,448427279,431186338,397727767
부채와 자본,,,
부채,,,
당기손익금융부채,2876396,4860906,2583174
당기손익인식지정금융부채,1246091,780615,657755
예수부채,154044994,155049836,158246290
차입부채,41239201,49423444,43191533
사채,181991789,166476705,143614755
위험회피회계파생상품부채,230242,337773,110202
보험계약부채,7336963,7006478,5907077
충당부채,1021228,716798,642200
이연법인세부채,288792,258846,525131
기타부채,26334822,17019008,14538115
부채총계,416610518,401930409,370016232
자본,,,
지배주주지분,31656585,29093825,27565063
자본금,4211365,4211365,4211365
신종자본증권,4133457,3614677,3499180
자본잉여금,1178177,1174836,1171905
자본조정,(309),"(40,627)",(92)
기타포괄손익누계액,243950,"(46,648)",428399
이익잉여금,21889945,20180222,18254306
대손준비금 기 적립액,3269778,2952630,2756940
대손준비금 전입예정금액,74032,317148,195690
비지배지분,160176,162104,146472
자본총계,31816761,29255929,27711535
부채와자본총계,448427279,431186338,397727767
