Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
연결당기순이익,12272301,7983614,5693077
기타포괄손익,156540,1050862,2168062
후속적으로 당기손익으로 재분류되지 않는 항목,"(412,756)",157304,376814
기타포괄손익-공정가치측정금융자산관련손익,79056,"(223,420)",102137
확정급여제도의 재측정요소,"(312,128)",391308,175392
지분법이익잉여금,"(219,981)",164475,77482
지분법자본변동,40297,"(175,059)",21803
후속적으로 당기손익으로 재분류될 수 있는 항목,569296,893558,1791248
기타포괄손익-공정가치측정금융자산관련손익,13884,"(36,545)","(6,448)"
현금흐름위험회피파생상품평가손익,"(227,671)",218377,5015
지분법자본변동,328032,10008,546504
해외사업환산손익,455051,701718,1246177
총포괄이익,12428841,9034476,7861139
포괄손익의 귀속,,,
지배기업소유주지분,12204426,8234396,6938637
비지배지분,224415,800080,922502
