Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),1287955420194,1379502838155,1567879463099
매출원가,1164782908024,1259291346205,1445081932661
매출총이익,123172512170,120211491950,122797530438
판매비와관리비,96680389268,85456262698,78572567764
영업이익(손실),26492122902,34755229252,44224962674
기타이익,28535633050,56487769235,44343046499
기타손실,30414943607,55354441236,37989461246
금융수익,3887678682,1894729754,845394944
금융원가,6323141438,5540773295,4771735073
지분법손실,"(232,752,736)","(149,194,122)","(213,428,356)"
법인세비용차감전순이익(손실),21944596853,32093319588,46438779442
법인세비용(수익),2945348451,6850754172,"(8,067,512,754)"
계속영업이익(손실),18999248402,25242565416,54506292196
당기순이익(손실),18999248402,25242565416,54506292196
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),4981307859,7097498198,21073204650
비지배지분에 귀속되는 당기순이익(손실),14017940543,18145067218,33433087546
주당이익,,,
기본주당이익(손실) (단위 : 원),,,
계속영업기본주당이익(손실) (단위 : 원),208,296,899
