Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,41764035794,41138707217,53719957883
현금및현금성자산,9897177668,11044022356,6534628242
단기금융상품,1357490820,10000000,25010000000
매출채권,5890409957,3190236388,2569497001
기타유동금융자산,2974283277,504063414,566718384
기타유동자산,4831972177,6354772015,3353053526
계약자산,3471142063,1966897080,857237337
유동재고자산,13341534682,18012953188,14776312803
당기법인세자산,25150,55762776,52510590
비유동자산,110041667166,120927207721,96717882377
당기손익공정가치측정금융자산,10872008235,11071717950,7572422296
종속기업및관계기업투자자산,4538170748,4969575878,4233296208
장기금융상품,,1357490820,1357490820
유형자산,70096450507,72815122147,70046053478
무형자산,17570963183,24225077549,5772947638
비유동계약자산,,,1208372143
기타비유동금융자산,1378629035,1134327001,1154899792
이연법인세자산,5538440207,5273155969,5372400002
기타비유동자산,47005251,80740407,
자산총계,151805702960,162065914938,150437840260
부채,,,
유동부채,25698835170,24624319322,17282278979
매입채무,635709382,856173671,308146410
기타금융부채,3654634427,7649395345,4714231259
기타 유동부채,5016678850,3147185894,1384991760
유동 차입금,8656300000,8500000000,2500000000
비유동차입금의 유동성 대체 부분,800000000,400000000,6000000000
유동계약부채,5937419367,4071564412,2374909550
당기법인세부채,998093144,,
비유동부채,21289226269,18006508547,15892673074
장기차입금,2800000000,3600000000,4000000000
퇴직급여부채,795398390,516833391,
비유동계약부채,11879268415,9278654973,7947082083
기타비유동금융부채,5745425077,4562879697,3945590991
기타 비유동 부채,69134387,48140486,
부채총계,46988061439,42630827869,33174952053
자본,,,
자본금,18227403500,18222403500,18137153500
자본잉여금,223102899618,220858847618,219541513382
기타자본항목,4486468910,5887741346,2164950129
기타포괄손익누계액,658800901,764363727,280160180
미처리결손금,"(135,102,626,648)","(121,223,658,222)","(120,124,802,857)"
지배기업소유주지분,111372946281,124509697969,119998974334
비지배지분,"(6,555,304,760)","(5,074,610,900)","(2,736,086,127)"
자본총계,104817641521,119435087069,117262888207
부채와자본총계,151805702960,162065914938,150437840260
