Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),414594047319.0,468448513891.0,330654772310
매출원가,352245661024.0,425232107929.0,319791525784
매출총이익,62348386295.0,43216405962.0,10863246526
판매비와관리비,37793611956.0,34494085667.0,56791287779
영업이익(손실),24554774339.0,8722320295.0,"(45,928,041,253)"
기타이익,24925872101.0,45513330460.0,12885315357
기타손실,20683426800.0,38750194167.0,7121071727
금융수익,888551175.0,541758787.0,617174143
금융원가,1717291781.0,2132837558.0,311118113
법인세비용차감전순이익(손실),27968479034.0,13894377817.0,"(39,857,741,593)"
법인세비용(수익),6308514019.0,4358017242.0,5021045067
당기순이익(손실),21659965015.0,9536360575.0,"(34,836,696,526)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),21659965015.0,9536360575.0,"(34,836,696,526)"
주당이익,,,
기본주당이익(손실) (단위 : 원),2576.0,1134.0,"(4,142)"
