Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),105268915966,144576199490,110200154977
매출원가,83046799784,105655226117,82731625913
매출총이익,22222116182,38920973373,27468529064
판매비와관리비,10296071581,12485173609,14150784321
영업이익(손실),11926044601,26435799764,13317744743
금융수익,229499855,80266382,94650946
금융원가,52667867,123468831,156175594
기타이익,2265639855,4770509492,4229495022
기타손실,2690514889,5272362279,5674091660
법인세비용차감전순이익(손실),11678001555,25890744528,11811623457
법인세비용(수익),2811840528,5639719309,2354461555
당기순이익(손실),8866161027,20251025219,9457161902
기타포괄손익,"(954,216,946)",943522588,700827573
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(767,920,532)",969135261,635310992
확정급여제도의 재측정손익(세후기타포괄손익),"(970,822,417)",1226753495,660455773
당기손익으로 재분류되지 않는 항목의 법인세,202901885,"(257,618,234)","(145,300,270)"
기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),,,120155489
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"(186,296,414)","(25,612,673)",65516581
해외사업장환산외환차이(세후기타포괄손익),"(186,296,414)","(25,612,673)",65516581
총포괄손익,7911944081,21194547807,10157989475
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),8866161027,20251025219,9457161902
당기총포괄이익(손실)의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",7911944081,21194547807,10157989475
주당이익,,,
기본주당이익(손실) (단위 : 원),594,1358,634
