Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출액 (주3,21)",725118196,595450481,540243819
상품매출액,30884029,28260676,21623605
용역매출액,690218314,564233505,513509298
기타매출액,4015853,2956300,5110916
"매출원가 (주21,23,24)",674060676,553235814,503815188
상품매출원가,32683798,30293926,24117535
용역매출원가,640157496,521646396,478016646
기타매출원가,1219382,1295492,1681007
매출총이익,51057520,42214667,36428631
판매비와관리비 (주24),15145596,14399723,12791324
대손상각비 (주24),234558,694226,78135
영업이익(손실),35677366,27120718,23559172
투자손익 (주10),"(241,493)","(148,833)",219373
"금융수익 (주25,32)",5694696,3075181,1347068
기타포괄손익-공정가치금융자산 손상환입,723032,0,0
금융원가 (주25),2023754,2121154,800922
기타포괄손익-공정가치금융자산 손상차손 (주25),(676),"(41,549)","(145,386)"
기타이익 (주25),113405,3685989,382925
기타손실 (주25),1183196,2382733,8026343
법인세비용차감전순이익(손실),38759380,29187619,16535887
법인세비용(수익) (주26),8764868,7253669,5839751
계속영업순이익(손실),29994512,21933950,10696136
중단영업순이익(손실) (주33),61240,"(133,997)",0
당기순이익(손실),30055752,21799953,10696136
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,30091833,21835805,10778274
계속영업분기순이익(손실),30019881,21945306,10778274
중단영업분기순이익(손실),71952,"(109,501)",0
비지배지분,"(36,081)","(35,852)","(82,138)"
계속영업분기순이익(손실),"(25,369)","(11,356)","(82,138)"
중단영업분기순이익(손실),"(10,712)","(24,496)",0
기타포괄손익,"(1,470,657)",5604500,3055438
당기손익으로 재분류되지 않는항목,"(1,470,657)",5604500,3055438
순확정급여부채의 재측정요소 (주19),"(1,051,385)",965752,536194
기타포괄손익-공정가치 측정 금융자산 평가이익(지분상품) (주9),"(419,272)",4638748,2519244
총포괄손익,28585095,27404453,13751574
포괄손익의 귀속,,,
지배기업 소유주지분,28621176,27440305,13833712
비지배지분,"(36,081)","(35,852)","(82,138)"
주당이익,,,
기본주당이익(손실) (단위 : 원) (주27),838,604,295
계속영업기본주당이익(손실) (단위 : 원),836,608,295
중단영업기본주당이익(손실) (단위 : 원),2,(4),0
