Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
순이자이익,845756185416,771939511849,646767307360
이자수익,1486251846104,1085334609874,805988134196
유효이자율적용이자수익,1484243773893,1085248104522,805928025684
기타이자수익,2008072211,86505352,60108512
이자비용,"(640,495,660,688)","(313,395,098,025)","(159,220,826,836)"
순수수료이익,33761186679,22049346594,21639920591
수수료수익,98594663470,84546904053,76248674862
수수료비용,"(64,833,476,791)","(62,497,557,459)","(54,608,754,271)"
배당수익,1497492544,1738596261,1313410070
당기손익-공정가치측정금융상품관련손익,25759432581,32392820081,24779112018
기타포괄손익-공정가치측정금융상품관련손익,39450419,"(3,351,888)",3919371483
신용손실에 대한 손상차손,"(196,357,532,214)","(84,389,074,499)","(37,655,902,422)"
일반관리비,"(336,121,210,176)","(318,159,394,712)","(325,113,591,542)"
기타영업손익,"(62,491,797,540)","(83,182,467,375)","(74,861,966,976)"
영업이익,311843207709,342385986311,260787660582
영업외손익,"(2,044,991,312)","(680,715,711)","(3,441,816,090)"
법인세차감전순이익,309798216397,341705270600,257345844492
법인세비용,"(69,082,858,912)","(83,528,768,108)","(63,196,201,942)"
당기순이익,240715357485,258176502492,194149642550
대손준비금 반영후 조정이익(손실),278130541110,289895829077,184371011879
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),240715357485,258176502492,194149642550
비지배지분에 귀속되는 당기순이익(손실),0,0,0
기타포괄손익,28060229026,"(19,738,338,379)","(9,422,156,772)"
당기손익으로 재분류 되지않는 세후기타포괄손익 구성요소,,,
확정급여제도의재측정요소,"(17,961,686,899)",19933484510,5471555644
기타포괄손익-공정가치 측정 지분상품 평가손익,516897967,"(5,017,844,799)",902753510
당기손익으로 재분류되는 세후기타포괄손익의 구성요소,,,
해외사업환산손익,"(375,587,948)",1144998449,3714734043
관계기업지분법자본조정,45520705,7211226,"(9,407,532)"
기타포괄손익-공정가치 측정 채무증권 평가손익,45835085201,"(35,806,187,765)","(19,501,792,437)"
총포괄손익,268775586511,238438164113,184727485778
포괄손익의 귀속,,,
지배기업의 소유주에게 귀속되는 총포괄손익,268775586511,238438164113,184727485778
비지배지분에 귀속되는 총포괄손익,0,0,0
주당이익,,,
기본주당이익 (단위 : 원),4607,4929,3682
희석주당이익 (단위 : 원),4607,4929,3682
