Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,34968541350,41168961921,38055373522
매출원가,16708446026,22116629849,22196640520
매출총이익,18260095324,19052332072,15858733002
판매비와관리비,19974333544,18501494125,16781201929
대손상각비,"(91,982,249)",126823257,"(106,547,787)"
영업이익(손실),"(1,622,255,971)",424014690,"(815,921,140)"
기타수익,1001093284,635105938,232032798
기타비용,1465186708,187798792,4312659453
금융수익,5052257252,2289166196,882792289
금융비용,1579402270,21581981173,1391784007
법인세비용차감전순이익(손실),1386505587,"(18,421,493,141)","(5,405,539,513)"
법인세비용(수익),80877575,"(386,868,730)",190672505
당기순이익(손실),1305628012,"(18,808,361,871)","(5,214,867,008)"
당기순이익(손실)의 귀속,,,
지배기업소유주지분,1629067113,"(18,539,530,943)","(4,970,497,832)"
비지배지분,"(323,439,101)","(268,830,928)","(244,369,176)"
주당손익,,,
기본주당이익(손실) (단위 : 원),21,(279),(112)
희석주당이익(손실) (단위 : 원),21,(279),(112)
