Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,490899,468460,427101
현금및현금성자산,86616,88277,104687
단기금융자산,246,8945,1869
매출채권,131418,96745,92653
계약자산,6051,12431,16551
기타채권,5217,13490,3096
선급금,53735,47238,22378
재고자산,205831,188620,181566
파생상품자산,,854,
확정계약자산,,3636,350
기타자산,1447,8063,3870
당기법인세자산,338,161,81
비유동자산,408235,384928,410379
장기금융자산,8544,7908,10854
장기매출채권,3617,3884,6806
기타채권,329,721,930
장기선급금,46788,27933,27237
유형자산,276836,277601,294844
무형자산,15207,8804,10813
투자부동산,55292,57035,58779
확정계약자산,,,116
기타자산,455,8,
이연법인세자산,1167,1034,
자산총계,899134,853388,837480
부채,,,
유동부채,577722,539906,490794
단기차입금,259304,237830,258774
매입채무,71002,55272,41554
선수금,165492,148760,115626
계약부채,13439,22131,19819
기타채무,61745,62388,51207
판매보증충당부채,3598,3614,3349
공사손실충당부채,338,345,
소송충당부채,1519,3679,
파생상품부채,,1917,320
확정계약부채,,3182,
기타부채,607,271,145
미지급법인세,678,517,
비유동부채,61778,53237,62711
기타채무,7516,6486,5046
순확정급여부채,35753,31428,37822
이연법인세부채,18509,15323,19326
공사손실충당부채,,,365
파생상품부채,,,152
부채총계,639500,593143,553505
자본,,,
지배기업의 소유주에게 귀속되는 자본,,,
자본금,69141,69141,69141
자본잉여금,471577,471577,471577
신종자본증권,94351,94351,94351
기타자본구성요소,"(5,202)","(5,202)","(5,202)"
기타포괄손익누계액,49573,50330,50061
결손금,"(419,806)","(419,952)","(395,953)"
자본총계,259634,260245,283975
자본과부채총계,899134,853388,837480
