Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,630377,544021,493455
매출원가,562476,507139,452221
매출총이익,67901,36882,41234
판매비와관리비,49033,45698,37590
영업이익(손실),18868,"(8,816)",3644
기타수익,4801,18466,3066
기타비용,1032,25117,1110
금융수익,14434,16736,10474
금융비용,29414,29679,18164
법인세비용차감전순이익(손실),7657,"(28,410)","(2,090)"
법인세수익(비용),1972,"(1,727)","(3,095)"
당기순이익(손실),5685,"(26,683)",1005
기타포괄손익,"(5,232)",3898,17443
후속적으로 당기손익으로 재분류되지 않는 항목,,,
순확정급여부채의 재측정요소,"(4,475)",3628,598
기타포괄손익-공정가치측정지분상품평가손익,(158),"(1,721)",(9)
자본에 적용되는 이연법인세 세율변동효과,"(1,228)",2232,16677
후속적으로 당기손익으로 재분류되는 항목,,,
해외사업환산손익,629,(241),177
총포괄손익,453,"(22,785)",18448
당기순손익의 귀속,,,
지배기업의 소유주지분,5685,"(26,683)",1005
총 포괄손익의 귀속,,,
지배기업의 소유주지분,453,"(22,785)",18448
주당이익,,,
기본주당이익(손실) (단위 : 원),167,(999),2
희석주당이익(손실) (단위 : 원),142,(999),2
