Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
1.현금및예치금,28056776,22569882,22780127
2.당기손익-공정가치측정유가증권,23663110,21201704,24173996
3.파생상품자산,3263290,4904096,3001440
4.상각후원가측정대출채권,348642129,344298939,325933496
5.당기손익-공정가치측정대출채권,536824,972553,894160
6.기타포괄손익-공정가치측정유가증권,50609366,48770784,48300820
7.상각후원가측정유가증권,30719163,28379986,21325243
8.유형자산,2518593,2537482,2487385
9.무형자산,1087206,636487,543126
10.관계기업에대한투자자산,332250,266893,211914
11.투자부동산,625125,604940,606277
12.순확정급여자산,277784,530174,108591
13.당기법인세자산,38814,31780,27018
14.이연법인세자산,135371,437896,252983
15.기타자산,17955031,15808585,16757931
16.매각예정비유동자산,36444,29211,30706
자산총계,508497276,491981392,467435213
부채와 자본,,,
부채,,,
1.당기손익-공정가치측정지정금융부채,254832,47327,0
2.예수부채,370959649,373104189,354937624
3.당기손익-공정가치측정금융부채,419342,424964,583662
4.파생상품부채,3512594,5779626,2852513
5.차입부채,26701198,24212792,20962239
6.사채,37750685,33186180,37625739
7.순확정급여부채,6977,7020,0
8.충당부채,677621,369201,405041
9.당기법인세부채,164681,478724,311544
10.이연법인세부채,14378,14247,18217
11.기타부채,34504106,23189862,20502996
부채총계,474966063,460814132,438199575
자본,,,
Ⅰ.지배기업소유지분,33519118,31158909,29228166
1.자본금,7928078,7928078,7928078
2.신종자본증권,1988535,2088542,1586662
3.자본잉여금,403164,403164,403164
4.자본조정,1946,2515,2742
5.기타포괄손익누계액,"(618,125)","(1,260,828)","(607,040)"
6.이익잉여금,23815520,21997438,19914560
대손준비금 적립액 (주1),2500641,2631990,2342070
대손준비금 전입(환입) 필요액 (주1),"(151,687)","(131,349)",289920
대손준비금 전입(환입) 예정액 (주1),"(151,687)","(131,349)",289920
Ⅱ.비지배지분,12095,8351,7472
자본총계,33531213,31167260,29235638
부채와 자본,508497276,491981392,467435213
