Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출액 (주4,25,32)",32765719,44621568.0,42997792
"매출원가 (주27,32)",33299167,28993713.0,24045600
매출총이익,"(533,448)",15627855.0,18952192
"판매비와관리비 (주26,27)",7196865,8818438.0,6541852
영업이익(손실),"(7,730,313)",6809417.0,12410340
"금융수익 (주5,28)",2261801,3714278.0,2377516
"금융비용 (주5,28)",6093167,5091553.0,1469860
지분법투자 관련 손익 (주11),15061,131186.0,162280
기타영업외수익 (주29),623867,241371.0,116135
기타영업외비용 (주29),735065,1801919.0,180424
법인세비용차감전순이익(손실),"(11,657,816)",4002780.0,13415987
법인세비용(수익) (주30),"(2,520,269)",1761111.0,3799799
당기순이익(손실),"(9,137,547)",2241669.0,9616188
법인세차감후 기타포괄손익,100051,580499.0,1071330
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,
확정급여부채의 재측정요소 (주20),"(17,944)",349453.0,"(13,694)"
후속적으로 당기손익으로 재분류되는 포괄손익,,,
해외사업장환산외환차이,132561,154321.0,963288
파생상품평가이익 (주22),"(22,414)",5725.0,10143
관계기업의 기타포괄손익에 대한 지분 (주11),7848,71000.0,111593
총포괄손익,"(9,037,496)",2822168.0,10687518
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,"(9,112,428)",2229560.0,9602316
비지배지분,"(25,119)",12109.0,13872
포괄손익의 귀속,,,
지배기업의 소유주지분,"(9,014,999)",2802424.0,10669346
비지배지분,"(22,497)",19744.0,18172
주당이익 (주31),,,
기본주당이익(손실) (단위 : 원),"(13,244)",3242.0,13989
희석주당이익(손실) (단위 : 원),"(13,244)",3242.0,13984
