Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),102239443703,95528614343,98025956106
매출원가,92847135734,89402546989,89098465980
매출총이익,9392307969,6126067354,8927490126
판매비와관리비,8509934173,8411259178,9878615698
영업이익(손실),882373796,"(2,285,191,824)","(951,125,572)"
기타이익,700463224,599433711,2130211519
기타손실,1893931997,6162610037,2208519494
금융수익,3193964934,441501260,420813760
금융원가,4214154428,2043946743,1992272380
법인세비용차감전순이익(손실),"(1,331,284,471)","(9,450,813,633)","(2,600,892,167)"
법인세비용(수익),917728603,5291110,389876548
당기순이익(손실),"(2,249,013,074)","(9,456,104,743)","(2,990,768,715)"
기타포괄손익,"(1,652,450,779)",1057106963,"(490,479,330)"
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(1,652,450,779)",1057106963,"(490,479,330)"
확정급여제도의 재측정손익(세후기타포괄손익),"(1,652,450,779)",1057106963,"(490,479,330)"
총포괄손익,"(3,901,463,853)","(8,398,997,780)","(3,481,248,045)"
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(2,249,013,074)","(9,456,104,743)","(2,990,768,715)"
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분","(3,901,463,853)","(8,398,997,780)","(3,481,248,045)"
주당이익,,,
기본주당이익(손실) (단위 : 원),(53),(222),(71)
희석주당이익(손실) (단위 : 원),(53),(222),(71)
