Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,3690167249,3318550172,2679753273
현금및현금성자산,396141243,506008248,319728259
매출채권,339212611,268085382,266554276
기타채권,62908470,39655828,12388759
계약자산,1191078031,1413886339,1421107720
기타금융자산,612227991,404826771,17267968
재고자산,268698882,235504483,262147020
당기법인세자산,4617404,1297672,1013972
매각예정비유동자산,,6676525,
기타유동자산,815282617,442608924,379545299
비유동자산,1551317526,1505319612,1427429399
장기매출채권,62196674,72250815,78612940
장기기타채권,14247857,13425464,15407197
장기기타금융자산,53993825,41600973,33560217
유형자산,1234363548,1200267261,1186096933
투자부동산,9974553,3298028,9974553
사용권자산,13926427,13410798,14420779
무형자산,92131329,78604058,78687278
관계기업투자주식,469232,9853897,9890440
순확정급여자산,33164152,38406779,
기타비유동자산,36690861,28961047,498820
이연법인세자산,159068,5240492,280242
자산총계,5241484775,4823869784,4107182672
부채,,,
유동부채,3204670379,2572729120,2090669005
매입채무,465113560,343057822,305782478
미지급금,62649576,44237168,45871886
계약부채,1624842673,1216058839,900194038
단기차입금,82598765,199024220,362246745
유동성장기부채,252514441,501717927,334510718
리스부채,3444796,2192766,2697754
당기법인세부채,616421,9921005,886412
충당부채,63697635,38416620,46357493
기타유동부채,649192512,218102753,92121481
비유동부채,389838240,759670072,748268566
사채,114733559,187602292,412319728
장기차입금,131540000,260440400,124371480
리스부채,10094605,4408163,3869033
충당부채,105493108,119931356,82817150
기타비유동부채,17780741,187199276,13311833
이연법인세부채,10196227,88585,95039829
순확정급여부채,,,16539513
부채총계,3594508619,3332399192,2838937571
자본,,,
지배기업소유주지분,1679854601,1520347013,1293052208
자본금,545711465,545711465,545711465
기타불입자본,519839907,519839907,519839907
기타자본구성요소,297126478,287071409,275767202
이익잉여금(결손금),317176751,167724232,"(48,266,366)"
비지배지분,"(32,878,445)","(28,876,421)","(24,807,107)"
자본총계,1646976156,1491470592,1268245101
부채와자본총계,5241484775,4823869784,4107182672
