Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),9559328248400,8627727574148,7351423825664
매출원가,8651145839381,7780649036416,6502431517454
매출총이익,908182409019,847078537732,848992308210
판매비와관리비,630903807410,590488514279,523221008907
영업이익(손실),277278601609,256590023453,325771299303
금융수익,132497395085,97839077063,111378287934
금융원가,218448667078,201364862148,119612287211
기타이익,264604929569,308211852590,330586033539
기타손실,323805979012,373004235976,298891369729
지분법이익,"(12,473,960,455)","(8,896,230,872)","(5,417,120,488)"
법인세비용차감전순이익(손실),144600240628,97168085854,354649084324
법인세비용(수익),85713465165,70425435414,43923878615
당기순이익(손실),58886775463,26742650440,310725205709
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),50985227771,20438044052,308514960506
비지배지분에 귀속되는 당기순이익(손실),7901547692,6304606388,2210245203
주당이익,,,
기본주당이익(손실) (단위 : 원),96,38,578
희석주당이익(손실) (단위 : 원),96,38,575
