Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),3824966876,3515611921,3284339623
매출원가,3100407433,2913573919,2751714110
매출총이익,724559443,602038002,532625513
판매비와관리비,467331006,431427977,371916677
영업이익(손실),257228437,170610025,160708836
금융수익,99503027,113734960,51537276
금융원가,109138177,115947541,56732104
기타이익,3633707,7176837,25960738
기타손실,61025231,22745925,23841642
지분법손실,6888,,
법인세비용차감전순이익(손실),190194875,152828356,157633104
법인세비용(수익),62743192,53421712,47859908
계속사업당기순이익,127451683,99406644,109773196
중단사업당기순이익,,,16660974
당기순이익(손실),127451683,99406644,126434170
기타포괄손익,5271407,22713376,60132305
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),10231764,15980614,66517098
해외사업장환산외환차이(세후기타포괄손익),14748743,"(1,155,438)",72625856
현금흐름위험회피손익(세후기타포괄손익),"(4,512,798)",17136052,"(6,108,758)"
지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),"(4,181)",,
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(4,960,357)",6732762,"(6,384,793)"
확정급여제도의 재측정손익(세후기타포괄손익),"(4,960,357)",5615773,"(6,384,793)"
자산재평가손익(세후기타포괄손익),,1116989,
총포괄손익,132723090,122120020,186566475
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),139418811,111519294,113451336
비지배지분에 귀속되는 당기순이익(손실),"(11,967,128)","(12,112,650)",12982834
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",145273599,139223953,139880895
"포괄손익, 비지배지분","(12,550,509)","(17,103,933)",46685580
주당이익,,,
계속영업기본주당이익(손실) (단위 : 원),7659.0,6112.0,5079.0
중단영업기본주당이익(손실) (단위 : 원),,,874.0
