Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익(손실),521479149761,508010238954,484926502045
세후 기타포괄손익,"(185,780,017,620)","(1,774,283,339)",53319327162
당기손익으로 재분류되지 않는 항목,"(40,889,769,244)",14793255315,"(17,002,864,803)"
순확정급여부채의 재측정요소 (주21),"(42,482,223,476)",15146081160,"(16,999,921,311)"
"기타포괄손익-공정가치측정지분상품평가손익 (주11,26)",1592454232,"(352,825,845)","(2,943,492)"
후속적으로 당기손익으로 재분류될 수 있는 항목,"(144,890,248,376)","(16,567,538,654)",70322191965
"기타포괄손익-공정가치 측정 금융자산 평가손익 (주11,26)",2488101109,"(2,180,291,458)","(356,657,115)"
해외사업환산이익(손실) (주26),"(141,558,397,302)",10710936856,55723797729
"관계기업 기타포괄손익지분 (주14,26)","(5,819,952,183)","(25,098,184,052)",14955051351
당기총포괄이익,335699132141,506235955615,538245829207
당기 총포괄이익의 귀속,,,
지배기업의 소유주지분,331424830957,502587440576,537466420870
비지배지분,4274301184,3648515039,779408337
