Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,72954684030,87286645050,104982596183
현금및현금성자산,14601832584,8998831598,14972905304
매출채권및기타채권,14277183000,7280670208,10332914893
계약자산,1214769213,2296146923,
재고자산,21785325352,17307454907,13933041118
기타유동금융자산,20828706336,46280708848,60358990450
기타유동비금융자산,246867545,2656234993,1248584418
유동파생상품자산,,2466597573,4136160000
비유동자산,41145225994,48199392495,31583441607
유형자산,18437581765,16337046253,14869695089
투자부동산,707387406,2949347452,4440079832
무형자산및영업권,1107646999,1004092119,1315034809
관계기업투자,546051554,460955533,376200016
기타비유동금융자산,17611520355,25783491497,7749750682
사용권자산,476393949,154054557,66823166
이연법인세자산,2258643966,1269498530,2765858013
순확정급여자산,,240906554,
자산총계,114099910024,135486037545,136566037790
부채,,,
유동부채,28030185168,46364634208,59439991711
매입채무 및 기타채무,12429844386,9431464063,11534145479
단기차입금,673500000,163184519,229928000
유동성장기차입금,,62500000,256250000
기타유동금융부채,387973996,373048654,329107264
기타유동비금융부채,3669540521,958447889,2023694812
전환사채,5446552216,17305527341,15029363961
유동파생상품부채,2095548165,13496400857,19613673929
당기법인세부채,700106304,730134808,4560519896
유동 리스부채,271437982,69217817,34649466
계약부채,2355681598,3774708260,5828658904
비유동부채,830480765,336157714,623572792
장기차입금,98600000,98465013,154850000
순확정급여부채,254110142,,285870935
기타비유동금융부채,121892330,20000000,150000000
비유동 리스부채,224290870,86105278,32851857
기타 비유동 부채,131587423,131587423,
부채총계,28860665933,46700791922,60063564503
자본,,,
지배기업의 소유주에게 귀속되는 자본,83062664417,84403145533,74860552063
납입자본,22215584024,22115584024,22015584024
자본금,4350338000,4250338000,4150338000
주식발행초과금,17865246024,17865246024,17865246024
기타자본구성요소,"(2,778,648,722)","(2,636,026,860)","(2,437,085,136)"
기타자본잉여금,624911943,624911943,624911943
자기주식,"(3,403,560,665)","(3,260,938,803)","(3,061,997,079)"
기타포괄손익누계액,"(3,551,728,431)","(3,551,728,431)","(3,522,752,220)"
이익잉여금(결손금),67177457546,68475316800,58804805395
비지배지분,2176579674,4382100090,1641921224
자본총계,85239244091,88785245623,76502473287
자본과부채총계,114099910024,135486037545,136566037790
