Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,52740481732,42348411765,42462784323
매출원가,44859116099,36716562448,35769686478
매출총이익,7881365633,5631849317,6693097845
판매비와관리비,6504791235,7105162887,6389844733
영업이익(손실),1376574398,"(1,473,313,570)",303253112
기타수익,240967223,60750701,31947458
기타비용,142956257,75320644,134469152
금융수익,477033592,294331902,1049875026
금융비용,751835031,964591891,930209748
법인세비용차감전순이익(손실),1199783925,"(2,158,143,502)",320396696
법인세비용(수익),"(460,382,164)","(658,626,507)",13151632
계속영업이익(손실),1660166089,"(1,499,516,995)",307245064
중단영업이익(손실),,263040109,40334465
당기순이익(손실),1660166089,"(1,236,476,886)",347579529
기타포괄손익,324388103,595898798,220215810
후속적으로 당기손익으로 재분류 될 수 없는 항목,321337579,589246774,260210849
재평가손익,2704411,27044102,
보험수리적손익,318633168,562202672,260210849
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),3050524,6652024,"(39,995,039)"
해외사업환산손익,3050524,6652024,"(39,995,039)"
총포괄손익,1984554192,"(640,578,088)",567795339
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),1682522204,"(1,246,421,366)",337983130
비지배지분에 귀속되는 당기순이익(손실),"(22,356,115)",9944480,9596399
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",2006300202,"(651,852,973)",566197948
"포괄손익, 비지배지분","(21,746,010)",11274885,1597391
주당이익,,,
기본주당이익(손실) (단위 : 원),286,(259),86
계속영업기본주당이익(손실) (단위 : 원),286,(314),76
중단영업기본주당이익(손실) (단위 : 원),,55,10
희석주당이익(손실) (단위 : 원),286,(259),(54)
계속영업희석주당이익(손실) (단위 : 원),286,(314),(64)
중단영업희석주당이익(손실) (단위 : 원),,55,10
