Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,9503186.0,9444035.0,13187067.0
"현금및현금성자산 (주4,27)",2257522.0,1824649.0,3541597.0
"금융기관예치금 (주4,27)",905971.0,1722607.0,743305.0
"매출채권 (주5,15,27,30)",3218093.0,2358914.0,4574789.0
"기타채권 (주5,27)",126985.0,169426.0,121899.0
"기타금융자산 (주6,27,28)",168623.0,165355.0,68203.0
재고자산 (주7),2527728.0,2872918.0,3350375.0
선급법인세,44505.0,5275.0,58536.0
기타유동자산 (주5),253759.0,324891.0,728363.0
비유동자산,26256112.0,26241984.0,24967448.0
"금융기관예치금 (주4,27)",11.0,11.0,11.0
지분법적용 투자주식 (주8),84329.0,109119.0,126719.0
기타비유동채권,0.0,0.0,2376.0
"기타비유동금융자산 (주6,27,28)",173626.0,289098.0,156211.0
"유형자산 (주9,18,28)",20200332.0,20946933.0,20558446.0
"무형자산 (주10,18)",1773955.0,1752957.0,1644898.0
"투자부동산 (주11,28)",32995.0,28269.0,0.0
이연법인세자산 (주25),3562861.0,2645077.0,2307692.0
종업원급여자산 (주13),407438.0,447521.0,68276.0
기타비유동자산,20565.0,22999.0,102819.0
자산총계,35759298.0,35686019.0,38154515.0
부채,,,
유동부채,13885028.0,13961520.0,13994817.0
"매입채무 (주27,30)",4175064.0,4061684.0,4814055.0
"금융부채 (주12,27,28,29)",5262295.0,5489254.0,4069712.0
미지급금 (주27),2918903.0,3242929.0,3401346.0
미지급비용,648949.0,729193.0,1218456.0
미지급법인세,52237.0,112429.0,179335.0
충당부채 (주14),117676.0,173322.0,173431.0
"선수금 (주15,27)",625838.0,65069.0,67046.0
기타 유동부채,84066.0,87640.0,71436.0
비유동부채,13103726.0,10405272.0,9397197.0
"비유동금융부채 (주12,27,28,29,30)",11439776.0,9622352.0,8702745.0
비유동충당부채 (주14),63805.0,86157.0,92942.0
순확정급여부채 (주13),1559.0,1531.0,1589.0
"장기선수금 (주15,27)",967050.0,0.0,0.0
이연법인세부채 (주25),2069.0,4346.0,6636.0
기타 비유동 부채 (주27),629467.0,690886.0,593285.0
부채총계,26988754.0,24366792.0,23392014.0
자본,,,
지배기업의 소유주에게 귀속되는 자본,7232182.0,9879589.0,13118855.0
자본금 (주16),1789079.0,1789079.0,1789079.0
자본잉여금 (주16),2251113.0,2251113.0,2251113.0
이익잉여금(결손금),2676014.0,5359769.0,8541521.0
기타자본 (주16),515976.0,479628.0,537142.0
비지배지분,1538362.0,1439638.0,1643646.0
자본총계,8770544.0,11319227.0,14762501.0
자본과부채총계,35759298.0,35686019.0,38154515.0
