Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,141968691335,113219819323,111776296725
현금및현금성자산,13670959263,31375453575,13083167188
단기금융상품,13183525100,144785271,257465701
매출채권 및 기타유동채권,30124676387,27877492406,25823641467
유동 당기손익-공정가치 측정 금융자산,79961466872,49679336939,69810549558
유동재고자산,1862930088,2021930849,1444058317
당기법인세자산,0,212854360,0
기타유동자산,3165133625,1907965923,1357414494
비유동자산,32958152008,36288275022,32025579557
장기매출채권 및 기타비유동채권,3495524435,1962227418,2063350403
비유동 당기손익-공정가치 측정 금융자산,252618150,1254344196,1254344196
공동기업 및 관계기업에 대한 투자자산,544807308,509001093,495294909
유형자산,17169952751,23443059618,23928946193
사용권자산,2727699162,3223884067,2255178105
투자부동산,6023001151,0,0
무형자산,1187092479,1256580053,1321949038
이연법인세자산,1361871973,4250733939,656544095
기타비유동자산,195584599,388444638,49972618
자산총계,174926843343,149508094345,143801876282
부채,,,
유동부채,33462469197,28925113790,27272568399
매입채무 및 기타유동채무,11943615459,11344451143,8082221445
유동 차입금,881580000,949210000,1305370000
유동 리스부채,1141556975,1079888565,1365080179
당기법인세부채,293498558,0,1054015687
기타 유동부채,19202218205,15551564082,15465881088
비유동부채,7454750906,5745901332,3232253873
장기매입채무 및 기타비유동채무,611223194,950861075,812762841
비유동 리스부채,1669668536,2197550953,966124311
확정급여부채,5173859176,2597489304,1453366721
부채총계,40917220103,34671015122,30504822272
자본,,,
지배기업의 소유주에게 귀속되는 자본,134013060780,115129379951,113642200967
자본금,12198229000,12198229000,12198229000
자본잉여금,31604937621,31604937621,30145127170
기타자본구성요소,247779699,"(99,768,036)",531439455
이익잉여금(결손금),89962114460,71425981366,70767405342
비지배지분,"(3,437,540)","(292,300,728)","(345,146,957)"
자본총계,134009623240,114837079223,113297054010
자본과부채총계,174926843343,149508094345,143801876282
