Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,4039065705,3716860942,2887212251
매출원가,4069738069,3704006276,3008237858
매출총이익(손실),"(30,672,364)",12854666,"(121,025,607)"
판매비와관리비,122243981,121920787,96299817
영업이익(손실),"(152,916,345)","(109,066,121)","(217,325,424)"
금융수익,228359206,359264962,137317954
금융비용,292115754,436815583,208529633
기타영업외수익,112778648,213233800,118607820
기타영업외비용,52992323,89864708,39844504
법인세비용차감전순이익(손실),"(156,886,568)","(63,247,650)","(209,773,787)"
법인세비용(수익),"(17,933,849)","(19,480,873)","(49,665,269)"
당기순이익(손실),"(138,952,719)","(43,766,777)","(160,108,518)"
기타포괄손익,"(21,097,800)",18364068,439290
후속적으로 당기순이익으로 재분류될 수 있는 항목,1458912,5870302,8064128
해외사업환산손익 (주22),1458912,5870302,8064128
후속적으로 당기손익으로 재분류되지 않는 항목,"(22,556,712)",12493766,"(7,624,838)"
기타포괄손익-공정가치측정금융자산평가손익 (주22),"(560,690)",1561965,1978035
순확정급여부채의 재측정요소 (주18),"(28,405,287)",10931801,"(9,602,873)"
토지재평가이익 (주22),6409265,,
총포괄손익,"(160,050,519)","(25,402,709)","(159,669,228)"
당기순이익의 귀속,,,
지배기업의 소유주지분,"(142,939,127)","(44,581,125)","(159,694,374)"
비지배지분,3986408,814348,"(414,144)"
총포괄이익의 귀속,,,
지배기업의 소유주지분,"(164,693,437)","(28,858,693)","(162,883,942)"
비지배지분,4642918,3455984,3214714
지배기업의 소유주지분에 대한 주당이익(손실),,,
기본주당이익(손실) (단위 : 원),"(3,584)","(1,118)","(4,004)"
