Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
당기순이익(손실),101203533006,233692540409,296424020561
기타포괄손익,"(1,611,094,528)",4162620098,"(6,419,011,607)"
당기손익으로 재분류되지 않는 항목 :,,,
확정급여제도의 재측정요소,"(1,319,886,484)",4959634424,"(6,889,039,478)"
지분법자본변동,170933827,0,0
당기손익으로 재분류될 수 있는 항목 :,,,
해외사업환산손익,"(79,002,933)","(185,852,001)",470027871
지분법자본변동,"(383,138,938)","(611,162,325)",0
총포괄이익,99592438478,237855160507,290005008954
포괄손익의 귀속,,,
지배기업소유주지분,99592438478,237855160507,290005008954
비지배지분,0,0,0
