Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.11.01~2021.12.31
당기순이익(손실),"(1,314,834)",256107,363156
기타포괄손익,41812,"(482,031)",8562
후속기간에 당기손익으로 재분류되지 않는 항목,9713,"(537,117)","(32,460)"
확정급여제도의 재측정요소,"(17,192)",29051,"(6,951)"
관계기업 및 공동기업의 기타포괄손익의 변동,"(3,810)",74246,"(7,714)"
기타포괄손익-공정가치 측정 금융자산 평가손익,30715,"(640,414)","(17,795)"
후속기간에 당기손익으로 재분류되는 항목,32099,55086,41022
관계기업 및 공동기업의 기타포괄손익의 변동,19133,31795,38215
해외사업장환산외환차이,12966,23291,2807
총포괄손익,"(1,273,022)","(225,924)",371718
포괄손익의 귀속,,,
지배기업의 소유주지분,"(1,243,049)",30466,395017
비지배지분,"(29,973)","(256,390)","(23,299)"
