Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,2288523.0,2864776.0,2967163.0
현금및현금성자산,1270893.0,1001603.0,642184.0
단기금융상품,100798.0,235502.0,831199.0
단기투자자산,160405.0,197506.0,192521.0
매출채권,237484.0,457718.0,413693.0
단기대여금,1914.0,2442.0,2556.0
미수금,343836.0,622643.0,721964.0
계약자산,8912.0,65881.0,35438.0
미수수익,5225.0,2840.0,1600.0
선급금,16632.0,25289.0,39886.0
선급비용,10883.0,33472.0,29113.0
당기법인세자산,5388.0,6297.0,1940.0
재고자산,113263.0,116500.0,37073.0
유동파생금융자산,1065.0,1145.0,0.0
기타의유동자산,11825.0,18595.0,17996.0
매각예정비유동자산,0.0,77343.0,0.0
비유동자산,15681485.0,19295807.0,19671977.0
장기금융상품,817.0,740.0,3996.0
장기투자자산,535461.0,463009.0,1295829.0
관계기업및공동기업투자,13757858.0,15105185.0,14836797.0
유형자산,242922.0,887167.0,805285.0
영업권,272481.0,1462259.0,1403098.0
무형자산,240785.0,1163487.0,1100267.0
장기미수금,450000.0,0.0,0.0
장기미수수익,14153.0,0.0,0.0
장기대여금,1031.0,3140.0,4368.0
장기계약자산,0.0,13490.0,0.0
장기선급비용,1332.0,29006.0,27651.0
장기보증금,17813.0,21944.0,23171.0
파생금융자산,7110.0,16270.0,10380.0
이연법인세자산,115917.0,72147.0,128910.0
확정급여자산,22740.0,32625.0,4437.0
기타의비유동자산,1065.0,25338.0,27788.0
자산총계,17970008.0,22160583.0,22639140.0
부채,,,
유동부채,1380605.0,1819530.0,2517365.0
매입채무,95911.0,259918.0,230077.0
미지급금,256576.0,524368.0,863955.0
예수금,446316.0,563135.0,622423.0
계약부채,24034.0,44839.0,44394.0
미지급비용,133266.0,271672.0,445906.0
당기법인세부채,37635.0,22718.0,13942.0
유동파생금융부채,304163.0,756.0,3824.0
유동충당부채,1083.0,944.0,1048.0
단기차입금,46894.0,32209.0,120910.0
유동성사채및장기차입금,146.0,30734.0,30002.0
유동성당기손익인식금융부채,0.0,16846.0,93145.0
리스부채,33799.0,50511.0,47170.0
기타의유동부채,782.0,880.0,569.0
비유동부채,772886.0,3177853.0,3266481.0
사채,0.0,266269.0,265926.0
장기차입금,659.0,1705964.0,1703422.0
장기미지급금,150719.0,7460.0,9471.0
당기손익인식금융부채,70229.0,91355.0,59123.0
장기미지급비용,0.0,15787.0,20481.0
장기리스부채,65040.0,81799.0,45956.0
장기계약부채,1751.0,8745.0,8390.0
확정급여부채,4806.0,114077.0,134676.0
파생금융부채,102796.0,136877.0,108412.0
비유동충당부채,5403.0,5643.0,4788.0
이연법인세부채,359680.0,718930.0,879410.0
기타의비유동부채,11803.0,24947.0,26426.0
부채총계,2153491.0,4997383.0,5783846.0
자본,,,
지배기업의 소유주에게 귀속되는 자본,15201829.0,16819552.0,16660355.0
자본금,14147.0,14147.0,14147.0
기타불입자본,14666437.0,15934664.0,15805933.0
이익잉여금,320369.0,758809.0,368760.0
기타자본구성요소,200876.0,111932.0,471515.0
비지배지분,614688.0,343648.0,194939.0
자본총계,15816517.0,17163200.0,16855294.0
자본과부채총계,17970008.0,22160583.0,22639140.0
