Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.11.01~2021.12.31
영업수익,2276508,2370553,402881
매출액,2276508,2370553,402881
영업비용,2563613,2719127,444401
종업원급여,455471,474786,87828
지급수수료,583431,631050,119991
감가상각비,88428,97126,16637
운송비,276950,442284,61052
광고선전비,168357,242726,55920
상품및기타구입비용,873116,710584,81675
기타영업비용,117860,120571,21298
지분법손익,"(2,052,593)",364626,442380
지분법이익,1947,473686,485787
지분법손실,"(2,054,540)","(109,060)","(43,407)"
영업이익(손실),"(2,339,698)",16052,400860
금융수익,135315,124946,23381
금융비용,335501,103150,45491
"종속기업,관계기업 및 공동기업투자관련이익(손실)","(34,110)",17065,"(4,256)"
기타영업외수익,5838,6052,1180
기타영업외비용,29364,20169,14289
법인세비용차감전순이익(손실),"(2,597,520)",40796,361385
법인세비용(수익),"(292,263)",1962,2174
계속영업이익(손실),"(2,305,257)",38834,359211
중단영업이익,990423,217273,3945
당기순이익(손실),"(1,314,834)",256107,363156
당기순이익(손실)의 귀속,,,
지배기업의 소유주지분,"(1,287,048)",259768,375204
비지배지분,"(27,786)","(3,661)","(12,048)"
주당이익,,,
기본주당이익(손실) (단위 : 원),"(9,259)",1837,2653
기본주당이익(손실) - 계속 (단위 : 원),"(16,284)",827,2643
희석주당이익(손실) (단위 : 원),"(9,259)",1722,2651
희석주당이익(손실) - 계속 (단위 : 원),"(16,284)",712,2641
