Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),13261391997,28753861806,49296023356
매출원가,15132744488,15292831339,24581567390
매출총이익,"(1,871,352,491)",13461030467,24714455966
판매비와관리비,12002397304,15229593243,14071942366
영업이익(손실),"(13,873,749,795)","(1,768,562,776)",10642513600
기타이익,564373253,1803039178,1245001278
기타손실,2431277215,2177608655,450057797
금융수익,941138257,421834187,75255593
금융원가,666730170,1012911731,880125984
법인세비용차감전순이익(손실),"(15,466,245,670)","(2,734,209,797)",10632586690
법인세비용(수익),804370571,100517878,1552377418
계속영업이익(손실),"(16,270,616,241)","(2,834,727,675)",9080209272
당기순이익(손실),"(16,270,616,241)","(2,834,727,675)",9080209272
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),"(16,121,778,771)","(2,673,357,206)",9479351373
비지배지분에 귀속되는 당기순이익(손실),"(148,837,470)","(161,370,469)","(399,142,101)"
주당이익,,,
기본주당이익(손실) (단위 : 원),"(1,029)",(170),607
희석주당이익(손실) (단위 : 원),"(1,029)",(170),607
