Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
"매출 (주22,31,33,35)",55249785,50983251,41786573
"매출원가 (주22,23,31)","(46,463,916)","(41,122,379)","(30,703,445)"
매출총이익,8785869,9860872,11083128
기타영업수익 (주22),676874,0,0
"판매비와 관리비 (주22,23,31)","(6,933,547)","(6,881,518)","(6,099,536)"
"영업이익 (주22,33)",2529196,2979354,4983592
"금융수익 (주5,25)",1787245,913786,670422
"금융비용 (주5,25)","(1,665,265)","(1,202,630)","(655,700)"
지분법손익 (주10),"(33,311)","(46,215)","(6,609)"
"기타영업외수익 (주5,26)",1733332,2247549,877195
"기타영업외비용 (주5,27)","(1,853,057)","(2,113,552)","(1,049,461)"
법인세비용차감전순이익 (주32),2498140,2778292,4819439
법인세비용 (주28),"(432,501)","(637,124)","(1,231,099)"
계속영업이익,2065639,2141168,3588340
중단영업손익 (주34),"(12,214)",54350,365564
당기순이익,2053425,2195518,3953904
당기순이익(손실)의 귀속,,,
지배주주에 귀속되는 순이익,1337812,1845363,3669787
계속영업이익,1347764,1787935,3304708
중단영업손익,"(9,952)",57428,365079
비지배지분,715613,350155,284117
계속영업이익,717875,353233,283632
중단영업손익,"(2,262)","(3,078)",485
지배기업의 소유주지분에 대한 주당이익 (주29),,,
보통주 기본주당이익 (단위 : 원),17086,23670,47108
보통주 희석주당이익 (단위 : 원),17086,23670,47108
보통주 기본주당계속영업이익 (단위 : 원),17213,22934,42421
보통주 희석주당계속영업이익 (단위 : 원),17213,22934,42421
우선주 기본 및 희석주당이익 (단위 : 원),17136,23720,47158
우선주 기본 및 희석주당계속영업이익 (단위 : 원),17263,22984,42471
