Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.영업수익,23886469827,21815921863,25018478599
Ⅱ.영업비용,17420848457,15827420894,22730085629
Ⅲ.영업이익,6465621370,5988500969,2288392970
기타수익,10801311,7478120,67171972
기타비용,1119112611,528500000,1567807822
금융수익,859891234,375207675,715956147
금융비용,8273097,1142535,293508779
Ⅳ.법인세비용차감전순이익,6208928207,5841544229,1210204488
Ⅴ.법인세비용(수익),"(996,873,760)",807839984,831780376
계속영업당기순이익,7205801967,5033704245,
중단영업당기순손실,"(2,492,097,042)","(3,858,348,771)",
Ⅵ.당기순이익(손실),4713704925,1175355474,378424112
Ⅶ.당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),5573879904,2488551028,1772555267
계속영업당기순이익,7205801967,5033704245,
중단영업당기순손실,"(1,631,922,063)","(2,545,153,217)",
비지배지분에 귀속되는 당기순이익(손실),"(860,174,979)","(1,313,195,554)","(1,394,131,155)"
계속영업당기순이익,,,
중단영업당기순손실,"(860,174,979)","(1,313,195,554)",
Ⅷ.주당이익,,,
계속영업 기본주당이익 (단위 : 원),1067,746,263
계속영업희석주당이익(손실) (단위 : 원),1067,746,263
중단영업 기본주당이익 (단위 : 원),(242),(377),
중단영업희석주당이익(손실) (단위 : 원),(242),(377),
