Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,2145067678998.0,2544385766501.0,2231975831703.0
매출원가,2052266522145.0,2424866542048.0,2111872895829.0
매출총이익,92801156853.0,119519224453.0,120102935874.0
판매비와관리비,39258514903.0,40754723932.0,35632524097.0
영업이익,53542641950.0,78764500521.0,84470411777.0
기타수익,23930977225.0,58669275625.0,22585499004.0
기타비용,27973745839.0,53935500081.0,24907809373.0
금융수익,360913884.0,116623983.0,1428685457.0
금융비용,9643710255.0,7105545744.0,4192239411.0
법인세비용차감전순이익,40217076965.0,76509354304.0,79384547454.0
법인세비용,7275542108.0,18719147755.0,19243323059.0
당기순이익,32941534857.0,57790206549.0,60141224395.0
주당순손익,,,
기본주당기순이익 (단위 : 원),336.0,590.0,614.0
희석주당순손익 (단위 : 원),,,
희석주당기순이익 (단위 : 원),336.0,590.0,614.0
