Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),56453761125,59602938075,59727438928
매출원가,36597101901,35575183243,39091791351
매출총이익,19856659224,24027754832,20635647577
판매비와관리비,16294846585,15509066638,15002488665
영업이익(손실),3561812639,8518688194,5633158912
기타수익,173311323,131693629,294996082
기타비용,174582821,250069661,433612516
금융수익,756760036,1071445754,573444097
금융비용,1203557721,1088759090,734872150
법인세비용차감전순이익(손실),3113743456,8382998826,5333114425
법인세비용(수익),"(482,289,292)","(3,806,839,433)",90657461
당기순이익(손실),3596032748,12189838259,5242456964
기타포괄손익,"(682,512,920)",435189822,6207889449
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(682,512,920)",435189822,6207889449
확정급여제도의 재측정손익(세후기타포괄손익),"(682,512,920)",435189822,"(321,421,911)"
유형자산재평가이익,0,0,6529311360
총포괄손익,2913519828,12625028081,11450346413
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),3725353463,12233055714,5242586683
비지배지분에 귀속되는 당기순이익(손실),"(129,320,715)","(43,217,455)","(129,719)"
포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",3042840543,12668245536,11450476132
"포괄손익, 비지배지분","(129,320,715)","(43,217,455)","(129,719)"
주당이익,,,
기본주당이익(손실) (단위 : 원),425,1395,598
