Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
수익(매출액),85775247755,51539906104,36290360146
매출원가,59631626236,30501985647,22018242076
매출총이익,26143621519,21037920457,14272118070
판매비와관리비,16906213533,11774208124,11033159475
영업이익(손실),9237407986,9263712333,3238958595
기타이익,314464587,229982706,1723677460
기타손실,530899284,2150171311,4308498429
금융수익,803218508,1312823349,433658696
금융원가,3165920623,2818765338,1505026168
법인세비용차감전순이익(손실),6658271174,5837581739,"(417,229,846)"
법인세비용(수익),"(3,551,116,765)",1049413206,415230583
계속영업순이익(손실),10209387939,4788168533,"(832,460,429)"
중단영업순이익(손실),"(1,244,204,829)",5316727090,7573577072
당기순이익(손실),8965183110,10104895623,6741116643
기타포괄손익,"(801,464,768)","(516,640,025)",2866877208
당기손익으로 재분류되지 않는항목(세후기타포괄손익),"(578,321,984)",189808945,"(494,513,318)"
확정급여제도의 재측정손익(세후기타포괄손익),"(604,741,460)",189808945,"(494,513,318)"
기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),26419476,,
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),"(223,142,784)","(706,448,970)",3361390526
해외사업장환산외환차이(세후기타포괄손익),"(223,142,784)","(706,448,970)",3361390526
총포괄손익,8163718342,9588255598,9607993851
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익(손실),9945663724,10803745392,7422734739
계속영업이익(손실),10209387939,4788168533,"(832,460,429)"
중단영업이익(손실),"(263,724,215)",6015576859,8255195168
비지배지분에 귀속되는 당기순이익(손실),"(980,480,614)","(698,849,769)","(681,618,096)"
계속영업이익(손실),,,
중단영업이익(손실),"(980,480,614)","(698,849,769)","(681,618,096)"
총 포괄손익의 귀속,,,
"포괄손익, 지배기업의 소유주에게 귀속되는 지분",9138403957,10368155622,9887351322
"포괄손익, 비지배지분","(974,685,615)","(779,900,024)","(279,357,471)"
주당이익,,,
기본주당이익(손실) (단위 : 원),,,
계속영업기본주당이익(손실) (단위 : 원),60,34,(6)
중단영업기본주당이익(손실) (단위 : 원),(7),37,
희석주당이익(손실) (단위 : 원),,,
계속영업희석주당이익(손실) (단위 : 원),60,34,(6)
중단영업희석주당이익(손실) (단위 : 원),(7),37,
