Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,21798566340,5141201955,11450051864
현금및현금성자산,18059389667,561702813,56079224
매출채권 및 기타유동채권,2306322469,669479653,2495798480
단기대여금,23000000,1100573073,23000000
유동재고자산,860654209,1441365986,3239711787
기타유동자산,185738458,1080202102,583769668
단기금융상품,0,0,335953343
당기법인세자산,14134940,71923700,2919036
투자증권,0,0,2859365600
보증금,173578090,58542482,20052000
파생상품자산,0,0,549214727
매각예정비유동자산,175748507,157412146,1284187999
비유동자산,15733248881,29937150094,33522972219
장기금융상품,0,0,0
장기대여금,25100000,64000000,29560000
장기투자증권,,0,0
관계기업투자,,0,643713558
유형자산,15447303297,15987522237,18373829755
무형자산,60964024,122032049,621961414
순확정급여자산,68278560,71160018,69053070
보증금,131603000,284103090,376521722
기타비유동자산,0,13408332700,13408332700
자산총계,37531815221,35078352049,44973024083
부채,,,
유동부채,36529246992,31064047813,25914620538
단기차입금,3000000000,4530000000,6431000000
매입채무,75349340,383118304,1114785555
파생상품부채,0,688716730,0
기타금융부채,17054648869,3117503127,2584503744
유동성장기부채,0,7114302378,2740000000
전환사채,0,4892670098,11645494977
유동충당부채,0,746113990,742989420
기타 유동부채,16269630892,9580075599,269176142
매각예정비유동부채,129617891,11547587,386670700
비유동부채,593547023,848250029,7760177318
장기차입금,0,0,6680000000
기타금융부채,114603203,369306209,416881777
순확정급여부채,0,0,0
이연법인세부채,478943820,478943820,663295541
기타 비유동 부채,,,
부채총계,37122794015,31912297842,33674797856
자본,,,
지배기업의 소유주에게 귀속되는 자본,409021206,3166054207,11298226227
자본금,2519327500,9555815500,8720394000
기타불입자본,12354954958,38257307239,34723929349
기타자본구성요소,1891584065,1881572522,2495987736
이익잉여금(결손금),"(16,356,845,317)","(46,528,641,054)","(34,642,084,858)"
비지배지분,0,0,0
자본총계,409021206,3166054207,11298226227
자본과부채총계,37531815221,35078352049,44973024083
