Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
I. 현금및예치금,1811287932,2005836067,2110799505
현금및현금성자산,649022716,694397308,748024826
예치금,1162265216,1311438759,1362774679
II. 당기손익-공정가치측정증권,10455214657,7765506178,8398938899
III. 기타포괄손익-공정가치측정증권,507326732,228701537,209646853
주식,232678750,223942860,201714838
출자금,1910000,1910000,1910000
회사채,0,810489,2365124
외화증권,1150060,1191928,1212386
재매입유가증권,271587922,0,0
기타금융자산,0,846260,2444505
IV. 상각후원가측정증권,2574218,2538938,2375140
회사채,2574218,2538938,2375140
V. 관계기업투자,114946891,125777011,118418469
VI. 대출채권(상각후원가),2867096284,2799329130,3134609212
VIl. 유형자산,135799030,72162363,112685719
VIII. 투자부동산,34462251,46318926,76806272
IX. 무형자산,43288711,39078737,34096560
X. 기타자산,489849984,334630950,516557017
미수금,300398915,197001908,384722033
미수수익,62381073,35991580,30244015
선급금,35278019,14695581,12915000
선급비용,5179840,5500571,3295798
보증금,39972007,36497954,37693943
당기법인세자산,42100,13535179,417803
이연법인세자산,46148593,28253227,45315581
확정급여자산,79921,302546,0
이연복리후생비,620406,397514,346581
기타자산,9854493,7920075,6515378
대손충당금,"(10,105,383)","(5,465,185)","(4,909,115)"
자산총계,16461846690,13419879837,14714933646
자본과 부채,,,
부채,,,
I. 예수부채,2666279494,2762015037,4018670577
투자자예수금,2662366109,2755845197,4010819187
수입담보금,3913385,6169840,7851390
II. 당기손익인식금융부채,2986742761,2439744337,2091005966
단기매매금융부채,839185362,681574042,620241991
매도유가증권,497542505,237472768,395861666
장내파생상품,75151339,169649885,86131544
장외파생상품,266491518,274451389,138248781
당기손익인식지정금융부채,2147557399,1758170295,1470763975
III. 차입부채,8172951965,5895204078,5972857575
차입금,1900278431,1730088286,2236922772
환매조건부채권매도,5972911124,3865652567,3471066183
일반사채,299762410,299463225,149651815
후순위사채,0,0,115216805
IV. 기타부채,1034378048,765789845,1107345607
순확정급여부채,128911631,109237077,109427108
충당부채,193309297,165005683,159241090
미지급배당금,1795,1795,1795
미지급금,288065816,168923605,337659322
미지급비용,100423604,76433126,130123659
임대보증금,3461390,10621324,13892563
선수금,172,169,158
선수수익,14252142,5292414,3004660
제세예수금,9682602,8324121,10852795
당기법인세부채,19451153,3915,18021333
이연법인세부채,1010910,2916922,1675148
기타부채,275807536,219029694,323445976
부채총계,14860352268,11862753297,13189879725
자본,,,
I. 지배기업주주지분,1601494422,1557126540,1525053921
자본금,1062543940,1062543940,1062543940
주식발행초과금,1303,1303,1303
기타자본항목,"(56,631,469)","(56,606,461)","(56,356,376)"
기타포괄손익누계액,138591789,135146697,110284362
이익잉여금,456988859,416041061,408580692
II. 비지배지분,0,0,0
자본총계,1601494422,1557126540,1525053921
자본과부채총계,16461846690,13419879837,14714933646
