Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
I. 영업수익,2855003316,2479008315,2308965076
수수료수익,282764110,255920500,432499180
금융상품평가및처분이익,1878734273,1601247604,1371299149
당기손익-공정가치측정금융자산처분이익,326955578,114916505,181548401
당기손익-공정가치측정금융자산평가이익,175807009,65679090,54740362
단기매매금융부채상환이익,13141345,27388324,23455807
단기매매금융부채평가이익,3207094,16715014,4720135
당기손익-공정가치측정복합금융자산처분이익,5333944,1798804,6989685
당기손익-공정가치측정복합금융자산평가이익,10296187,3236895,1973855
기타당기손익-공정가치측정금융자산처분이익,17017,17343,360437
기타당기손익-공정가치측정금융자산평가이익,18099475,3259497,122360449
당기손익인식지정금융부채상환이익,2481058,329462,1913598
당기손익인식지정금융부채평가이익,14185794,166338704,50874786
파생상품거래이익,1111202819,992166312,828168968
파생상품평가이익,197876420,209374200,94168364
기타포괄손익-공정가치측정채무증권처분이익,130533,0,0
기타포괄손익-공정가치측정증권손상차손환입,0,24426,24302
상각후원가채무상품손상차손환입,0,3028,0
이자수익,411324382,278170157,220086109
대출채권평가및처분이익,1113462,876650,7362447
대출채권처분이익,1113462,876650,3990000
대손충당금환입,0,0,837792
기타대출채권처분이익,0,0,2534655
외환거래이익,186876419,194004666,117848039
기타영업수익,94190670,148788738,159870152
배당금수익,7939311,6593498,7775000
분배금수익,6680063,6628670,26679995
충당부채환입액,1298116,2249108,1323145
기타대손충당금환입,1299625,0,0
기타의영업수익,76973555,133317462,124092012
Ⅱ. 영업비용,2725878390,2435697144,1987540663
수수료비용,28248422,28495513,35092317
금융상품평가및처분손실,1776632184,1624611280,1257963549
당기손익-공정가치측정금융자산처분손실,254772644,121720073,138142768
당기손익-공정가치측정금융자산평가손실,15905305,45218011,23371092
단기매매금융부채상환손실,26665910,14752669,35151014
단기매매금융부채평가손실,43028138,2220901,760554
당기손익-공정가치측정복합금융자산처분손실,9789,712,1849062
당기손익-공정가치측정복합금융자산평가손실,3653710,12379479,3418359
기타당기손익-공정가치측정금융자산처분손실,175197,8906701,447015
기타당기손익-공정가치측정금융자산평가손실,3752700,82453032,2405628
당기손익인식지정금융부채상환손실,144026133,72654019,91723226
당기손익인식지정금융부채평가손실,126471082,26228928,28570199
파생상품거래손실,1007532272,1002871205,805041579
파생상품평가손실,150587993,235205550,127078999
기타포괄손익-공정가치측정채무증권처분손실,27103,0,0
기타포괄손익-공정가치측정증권손상차손,24190,0,0
상각후원가측정증권손상차손,18,0,4054
이자비용,272307710,165873111,64377950
대출채권평가및처분손실,10467358,2731430,0
대출채권처분손실,159000,440662,0
대손상각비,10308358,2290768,0
외환거래손실,188932484,184204024,114794131
판매비와관리비,380787563,341967272,433261021
급여,202668800,173057729,261125096
퇴직급여,24162688,18118723,18097800
복리후생비,28233280,26191193,28478152
전산운용비,19578782,17691102,16247543
임차료,6701457,5818600,5066313
지급수수료,23066394,29035260,24023375
접대비,6149597,5688654,4775592
광고선전비,3509017,3473527,8300567
감가상각비,26008616,23975180,24114424
조사연구비,76302,46723,38033
연수비,284459,330327,144152
무형자산상각비,4708002,3406507,2826153
세금과공과금,16397216,14953286,19431181
기타,19242953,20180461,20592640
기타영업비용,68502669,87814514,82051695
충당부채전입액,85,0,363771
기타대손상각비,0,799315,22610
기타의영업비용,68502584,87015199,81665314
III. 영업이익(손실),129124926,43311171,321424413
IV. 영업외수익,8541491,33922341,31284756
자산처분이익,234956,9471358,941227
기타영업외수익,6117239,13260423,9697781
지분법이익,2189296,11190560,20645748
V. 영업외비용,46578854,14039253,152988875
자산처분손실,237842,18975,14806
기타영업외비용,34405421,11234572,152205323
지분법손실,11935591,2785706,768746
VI. 법인세비용차감전순손익,91087563,63194259,199720294
VII. 법인세비용(수익),26660046,18121215,49091799
VIII. 당기순이익(손실),64427517,45073044,150628495
IX. 세후기타포괄손익,3210004,24878694,13755981
후속적으로당기손익으로재분류되지않는항목,,,
순확정급여제도의재측정요소,"(5,390,691)",7017103,955940
기타포괄손익-공정가치측정지분증권평가손익,6903861,16732967,11494556
기타포괄손익-공정가치측정지분증권처분손익,40093,37001,92917
당기손익-공정가치 지정금융부채 자기신용위험 변동손익,379072,"(246,795)",141428
당기손익-공정가치 지정금융부채 자기신용위험 처분손익,"(275,181)","(20,643)","(296,132)"
후속적으로당기손익으로재분류되는항목,,,
기타포괄손익-공정가치측정채무증권평가손익,1322328,268937,62523
지분법자본변동,"(31,111)",29516,"(30,800)"
해외사업환산손익,261633,1060608,1335549
X. 당기총포괄이익,67637521,69951738,164384476
지배기업주주지분순손익,64427517,45073044,150628495
비지배지분순손익,0,0,0
지배기업주주지분총포괄손익,67637521,69951738,164384476
비지배지분총포괄손익,0,0,0
XI. 지배기업주주지분에 대한 주당이익,,,
기본보통주당순이익(손실) (단위 : 원),299,209,719
희석보통주당순이익(손실) (단위 : 원),,209,674
기본우선주당순이익(손실) (단위 : 원),529,369,949
