Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,14518157,12681532,11858350
"현금및현금성자산 (주4,5,37)",2879554,2449062,3019592
"매출채권및기타채권 (주4,6,37)",7170289,6098072,5087490
"기타금융자산 (주4,7,37)",1440200,1322452,1185659
당기법인세자산,3299,1543,5954
재고자산 (주8),912262,709191,514145
매각예정자산,0,0,1187
기타유동자산 (주9),2112553,2101212,2044323
비유동자산,28191825,28299149,25300991
"매출채권및기타채권 (주4,6,37)",1404168,1491046,1091326
"기타금융자산 (주4,7,37)",2724761,2501484,822379
유형자산 (주10),14872079,14772179,14464886
사용권자산 (주20),1304963,1280334,1248308
"투자부동산 (주11,37)",2198135,1933358,1720654
무형자산 (주12),2533861,3129833,3447333
관계기업및공동기업투자 (주13),1556889,1480722,1288429
이연법인세자산 (주29),608924,578443,423728
순확정급여자산 (주17),160748,311142,17585
기타비유동자산 (주9),827297,820608,776363
자산총계,42709982,40980681,37159341
부채,,,
유동부채,13147409,10699268,10072432
"매입채무및기타채무 (주4,14,37)",8054922,7333165,6641422
"차입금 (주4,15,37)",3058564,1827042,1731422
"기타금융부채 (주4,7,37)",322099,8791,72807
당기법인세부채,236463,232382,266430
충당부채 (주16),115209,109133,171316
이연수익 (주25),51537,55737,64742
기타 유동부채 (주9),1308615,1133018,1124293
비유동부채,11001436,11866690,10519748
"매입채무및기타채무 (주4,14,37)",819558,1064099,1338781
"차입금 (주4,15,37)",7159601,8179643,6706281
"기타금융부채 (주4,7,37)",753739,412650,424859
순확정급여부채 (주17),63616,51654,197883
충당부채 (주16),107014,91233,86081
이연수익 (주25),153563,165186,194309
이연법인세부채 (주29),994330,967650,643958
기타 비유동 부채 (주9),950015,934575,927596
부채총계,24148845,22565958,20592180
자본,,,
지배기업의 소유주 지분,16749176,16612172,14976536
자본금 (주21),1564499,1564499,1564499
주식발행초과금,1440258,1440258,1440258
이익잉여금 (주22),14494430,14257343,13287390
기타포괄손익누계액 (주23),52407,"(77,776)",117469
기타자본구성요소 (주23),"(802,418)","(572,152)","(1,433,080)"
비지배지분,1811961,1802551,1590625
자본총계,18561137,18414723,16567161
부채와자본총계,42709982,40980681,37159341
