Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업수익 (주25),26376273,25650011,24898005.0
영업비용 (주26),24726499,23959923,23226181.0
영업이익,1649774,1690088,1671824.0
기타수익 (주27),308044,595351,307654.0
기타비용 (주27),507904,314607,280081.0
금융수익 (주28),486277,690428,726283.0
금융비용 (주28),568682,749908,563330.0
관계기업 및 공동기업 순손익 지분 (주13),"(43,424)","(17,285)",116061.0
법인세비용차감전순이익,1324085,1894067,1978411.0
법인세비용 (주29),335367,506404,519016.0
당기순이익,988718,1387663,1459395.0
당기순이익의 귀속,,,
지배기업의 소유주지분,1009861,1262498,1356878.0
비지배지분,"(21,143)",125165,102517.0
지배기업 소유주지분에 대한 주당이익 (주30),,,
기본주당이익 (단위 : 원),4043,5209,5759.0
희석주당이익 (단위 : 원),4038,5205,5747.0
