Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
유동자산,17208396.0,18804269.0,9535827.0
현금및현금성자산,5068783.0,5937967.0,1282880.0
매출채권,5128474.0,4771846.0,2914458.0
기타수취채권,555186.0,462188.0,814843.0
기타유동금융자산,65439.0,9167.0,21499.0
선급법인세,67072.0,46205.0,149413.0
기타유동자산,927106.0,581267.0,456931.0
재고자산,5396336.0,6995629.0,3895803.0
비유동자산,28228748.0,19495176.0,14228310.0
장기매출채권,129995.0,120698.0,67055.0
기타장기수취채권,122282.0,119058.0,92271.0
기타비유동금융자산,357038.0,408551.0,193820.0
관계기업 및 공동기업투자자산,223559.0,203696.0,225567.0
이연법인세자산,2228924.0,2100492.0,1855198.0
유형자산,23654677.0,15331047.0,11050777.0
무형자산,875993.0,642090.0,455360.0
투자부동산,212489.0,213042.0,224325.0
기타비유동자산,423791.0,356502.0,63937.0
자산총계,45437144.0,38299445.0,23764137.0
부채,,,
유동부채,10937185.0,11444923.0,9474017.0
매입채무,3093719.0,3841766.0,2177736.0
기타지급채무,3458103.0,2882030.0,2799603.0
차입금,3211456.0,2866701.0,2203376.0
유동성충당부채,517170.0,976949.0,1527476.0
기타유동금융부채,7652.0,3923.0,0.0
미지급법인세,33321.0,173120.0,155467.0
기타유동부채,615764.0,700434.0,610359.0
비유동부채,10126450.0,6260760.0,5547747.0
기타장기지급채무,25291.0,36606.0,10672.0
차입금,7720832.0,5242552.0,4765817.0
기타비유동금융부채,68824.0,742.0,126.0
비유동성충당부채,869123.0,518781.0,580539.0
순확정급여부채,239.0,499.0,202.0
이연법인세부채,19958.0,108350.0,59168.0
기타비유동부채,1422183.0,353230.0,131223.0
부채총계,21063635.0,17705683.0,15021764.0
자본,,,
지배기업의 소유주지분,20200641.0,18732215.0,7966116.0
자본금,117000.0,117000.0,100000.0
자본잉여금,17164627.0,17164627.0,7122437.0
기타포괄손익누계액,554518.0,296070.0,406092.0
이익잉여금,2364496.0,1154518.0,337587.0
비지배지분,4172868.0,1861547.0,776257.0
자본총계,24373509.0,20593762.0,8742373.0
자본과부채총계,45437144.0,38299445.0,23764137.0
