Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
영업이익,3499029,4430524,3659749
순이자이익,8742540,8696579,6985721
이자수익,20641554,14654549,9894749
당기손익-공정가치측정금융자산 이자수익,192094,106698,45803
기타포괄손익-공정가치측정금융자산 이자수익,999407,632615,381814
상각후원가측정금융자산 이자수익,19450053,13915236,9467132
이자비용,"(11,899,014)","(5,957,970)","(2,909,028)"
순수수료이익,1720481,1710170,1470775
수수료수익,2565814,2499700,2171705
수수료비용,"(845,333)","(789,530)","(700,930)"
배당수익,240293,159982,309211
당기손익-공정가치측정금융상품관련손익,488486,238502,325751
기타포괄손익-공정가치측정금융자산관련손익,"(37,641)","(21,498)",32624
상각후원가측정 금융자산매매손익,203942,74204,107317
신용손실에대한손상차손,"(1,894,916)","(885,272)","(536,838)"
일반관리비,"(4,443,433)","(4,529,890)","(4,147,411)"
기타영업손익,"(1,520,723)","(1,012,253)","(887,401)"
영업외손익,18424,54850,89492
공동기업및관계기업투자자산평가손익,109831,69996,62196
기타영업외손익,"(91,407)","(15,146)",27296
법인세비용차감전순이익,3517453,4485374,3749241
법인세비용,"(890,559)","(1,161,392)","(941,870)"
당기순이익,2626894,3323982,2807371
기타포괄손익,663537,"(239,819)",170181
후속적으로 당기손익으로 재분류되지 않는 항목,,,
기타포괄손익-공정가치측정지분증권평가손익,193191,"(30,146)",34069
지분법자본변동,8603,"(4,527)","(2,607)"
확정급여제도의 재측정요소,"(79,460)",251440,65067
후속적으로 당기손익으로 재분류될 수 있는 항목,,,
기타포괄손익-공정가치채무증권평가손익,532334,"(463,725)","(184,396)"
지분법자본변동,"(5,638)",5139,4133
해외사업환산손익,45080,32536,246808
해외사업장순투자위험회피평가손익,"(14,049)","(20,701)",0
현금흐름위험회피평가손익,"(16,524)","(9,835)",7107
총포괄이익,3290431,3084163,2977552
당기순이익의 귀속,,,
지배기업소유주지분,2506296,3141680,2587936
비지배지분,120598,182302,219435
총포괄이익의 귀속,,,
지배기업소유주지분,3164464,2909053,2745764
비지배지분,125967,175110,231788
주당이익,,,
기본및희석주당이익 (단위 : 원),3230.0,4191.0,3481.00
