Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액(영업수익),879780769949,908962764139,925975076416
매출원가,495916857919,509774955522,484566040218
매출총이익,383863912030,399187808617,441409036198
판매비와관리비(영업비용),366858645326,432066103548,406998306186
영업이익,17005266704,"(32,878,294,931)",34410730012
금융수익,11140063139,13573241306,8782572629
금융비용,28509832874,23035095258,13561561706
관계기업투자이익(손실),52513888716,15425145252,"(2,740,518,739)"
기타영업외수익,1890988514,3834984822,2749684615
기타영업외비용,10334703991,1628253500,1737881006
법인세비용차감전순이익,43705670208,"(24,708,272,309)",27903025805
법인세비용(수익),3130248047,"(2,044,463,513)",2078135400
당기순이익,40575422161,"(22,663,808,796)",25824890405
당기순이익(손실)의 귀속,,,
지배기업의 소유주에게 귀속되는 당기순이익,47007481869,1074457399,15993184043
비지배지분에 귀속되는 당기순이익,"(6,432,059,708)","(23,738,266,195)",9831706362
주당이익,,,
기본주당이익 (단위 : 원),9744,219,3212
