Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
Ⅰ.유동자산,443922,555839,379459
(1)현금및현금성자산,115940,142913,123175
(2)단기예금,39041,47045,34003
(3)유동당기손익인식지정금융자산,,1294,
(4)유동성투자금융자산,21043,21422,14989
(5)매출채권 및 기타유동채권,263398,339840,203529
1.매출채권,247570,320470,191625
2.단기대여금,20,3203,3221
3.단기미수금,14858,15529,7546
4.단기미수수익,659,509,575
5.단기선급금,291,129,562
(6)유동재고자산,893,978,1222
(7)유동파생상품자산,589,837,
(8)기타유동자산,3018,1510,2541
Ⅱ.비유동자산,1421799,1440149,1458342
(1)장기금융상품,8,8,8
(2)장기매출채권 및 기타비유동채권,3856,913,958
1.장기대여금,3078,20,27
2.장기보증금자산,778,893,931
(3)비유동투자금융자산,9489,634,6472
(4)관계기업에 대한 투자자산,848,801,
(5)기타비유동금융자산,657,829,306
1.비유동당기손익인식금융자산,145,258,236
2.비유동파생상품자산,512,571,70
(6)유형자산 및 사용권자산,1369907,1390573,1408957
(7)투자부동산,14270,20012,20206
"(8)영업권, 총액",18148,18148,18148
(9)영업권 이외의 무형자산,824,1205,2585
(10)퇴직급여자산,3325,6440,
(11)기타비유동자산,467,586,702
자산총계,1865721,1995988,1837801
부채,,,
Ⅰ.유동부채,625250,775535,558145
(1)매입채무 및 기타유동채무,535407,682705,472645
1.단기매입채무,260271,353366,206070
2.단기사채,2991,,20000
3.단기미지급금,16237,12921,19631
4.단기미지급비용,7163,7551,7404
5.유동계약부채,19450,16551,15317
6.단기예수금,8873,7328,6153
7.단기임대보증금,97,2399,109
8.유동 차입금,119500,90000,50000
9.유동성사채,24899,59722,24854
10.유동성장기부채,73134,129534,120022
11.유동 리스부채,2792,3333,3085
(2)유동성입회금,80564,81594,79948
(3)당기법인세부채,667,4539,745
(4)유동충당부채,3194,,
1.유동 그 밖의 기타충당부채,3194,,
(5)기타유동금융부채,,,6
1.유동파생상품부채,,,6
(6)기타 유동부채,5418,6697,4801
Ⅱ.비유동부채,872672,853674,931056
(1)장기매입채무 및 기타비유동채무,804375,785264,857961
1.사채,54994,40326,84004
2.장기차입금,466618,479528,531952
3.비유동계약부채,262551,254776,226736
4.장기임대보증금,1605,5,2305
5.비유동 리스부채,18607,10629,12964
(2)퇴직급여부채,2134,1872,4560
(3)이연법인세부채,29512,31499,32682
(4)입회금,36651,35039,35853
부채총계,1497922,1629209,1489201
자본,,,
Ⅰ.지배기업의 소유주에게 귀속되는 자본,340412,339705,322547
(1)자본금,155149,155149,155149
1.보통주자본금,155149,155149,155149
(2)자본잉여금,159460,159460,159460
1.주식발행초과금,159460,159460,159460
(3)이익잉여금(결손금),57179,55953,39002
(4)기타자본조정,"(31,376)","(30,857)","(31,064)"
Ⅱ.비지배지분,27387,27074,26053
자본총계,367799,366779,348600
자본과부채총계,1865721,1995988,1837801
