Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
Ⅰ.영업수익,1242608,1440144.0,888034
Ⅱ.영업비용,1203233,1403014.0,843445
(1)매출원가,1115611,1313569.0,761516
(2)판매비와관리비,87622,89445.0,81929
Ⅲ.영업이익(손실),39375,37130.0,44589
Ⅳ.기타이익,3033,10227.0,6592
Ⅴ.기타손실,5230,1311.0,267
Ⅵ.금융수익,11766,9353.0,1919
Ⅶ.금융원가,37415,37505.0,58602
Ⅷ.지분법주식처분이익,31,,
Ⅸ.지분법평가손실,(153),,
Ⅹ.법인세비용차감전순이익(손실),11407,17894.0,"(5,769)"
XI.법인세비용(수익),3504,2959.0,1741
XⅡ.당기순이익(손실),7903,14935.0,"(7,510)"
XⅢ.당기순이익(손실)의 귀속,,,
(1)지배기업의 소유주에게 귀속되는 당기순이익(손실),7566,14695.0,"(6,517)"
(2)비지배지분에 귀속되는 당기순이익(손실),337,240.0,(993)
XIV.주당이익,,,
(1)기본주당이익(손실) (단위 : 원),290,563.0,(250)
