Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
매출액,131237878,132079354,95627973.0
매출원가,118444894,116435597,85113650.0
매출총이익,12792984,15643757,10514323.0
기타영업수익,617038,0,0.0
판매비와관리비,8353644,7482491,5715426.0
영업이익,5056378,8161266,4798897.0
금융수익,7100636,9126339,3537789.0
금융비용,9580435,11961154,4955685.0
지분법손익,"(2,359,480)",84241,1923072.0
기타영업외수익,1194453,1838443,2543327.0
기타영업외비용,2089737,1349122,1867406.0
계속영업법인세비용차감전순이익(손실),"(678,185)",5900013,5979994.0
계속영업법인세비용,619123,2375596,633862.0
계속영업연결당기순이익(손실),"(1,297,308)",3524417,5346132.0
중단영업연결당기순이익,890921,441759,359794.0
연결당기순이익(손실),"(406,387)",3966176,5705926.0
연결당기순이익(손실),,,
지배기업소유주지분,"(776,798)",1098683,1965612.0
비지배지분,370411,2867493,3740314.0
연결기타포괄손익,"(202,628)","(589,857)",2984697.0
후속적으로 당기손익으로 재분류되지 않는 항목,"(804,837)","(1,817,830)",984102.0
확정급여제도의 재측정요소,"(196,845)",258742,15153.0
기타포괄손익-공정가치측정 금융자산평가손익,"(607,992)","(2,076,572)",968949.0
후속적으로 당기손익으로 재분류되는 항목,602209,1227973,2000595.0
지분법자본변동,89648,238715,449875.0
파생상품평가손익,"(70,628)",148993,152878.0
해외사업환산손익,583189,840265,1397842.0
연결총포괄이익(손실),"(609,015)",3376319,8690623.0
연결총포괄이익(손실),,,
지배기업소유주지분,"(1,113,428)",852490,3013836.0
비지배지분,504413,2523829,5676787.0
주당이익,,,
보통주기본주당이익(손실) (단위 : 원),"(13,941)",19432,37010.0
우선주기본주당이익(손실) (단위 : 원),"(13,941)",19482,37059.0
보통주희석주당이익(손실) (단위 : 원),"(13,958)",19303,36903.0
보통주기본주당계속영업이익(손실) (단위 : 원),"(18,669)",16309,34095.0
우선주기본주당계속영업이익(손실) (단위 : 원),"(18,719)",16309,34126.0
보통주희석주당계속영업이익(손실) (단위 : 원),"(18,682)",16187,33994.0
