Accounts,2023.01.01~2023.12.31,2022.01.01~2022.12.31,2021.01.01~2021.12.31
순이자손익,12141717,11515325,11229572
이자수익,29145079,20787577,15210878
기타포괄손익-공정가치측정 및 상각후원가측정 금융상품 이자수익,27705759,19841175,14620490
당기손익-공정가치측정 금융상품 이자수익,1415366,929735,590388
보험금융이자수익,23954,16667,0
이자비용,"(17,003,362)","(9,272,252)","(3,981,306)"
이자비용,"(15,426,706)","(7,776,631)","(3,981,306)"
보험금융이자비용,"(1,576,656)","(1,495,621)",0
순수수료손익,3673524,3514902,3625583
수수료수익,5368074,5125930,5323606
수수료비용,"(1,694,550)","(1,611,028)","(1,698,023)"
보험서비스결과,1422952,1311091,556711
보험수익,10978808,10072490,16107858
보험수익,10295693,9550101,16107858
재보험수익,683115,522389,0
보험비용,"(9,555,856)","(8,761,399)","(15,551,147)"
보험서비스비용,"(8,718,748)","(7,989,645)","(15,551,147)"
재보험비용,"(837,108)","(771,754)",0
당기손익-공정가치측정금융상품순손익,2163065,"(1,139,818)",995304
기타보험금융손익,"(459,135)",841227,0
기타영업손익,"(2,712,989)","(2,262,123)","(1,923,567)"
일반관리비,"(6,647,406)","(6,643,654)","(7,200,853)"
신용손실충당금 반영전 영업이익,9581728,7136950,7282750
신용손실충당금 전입액,"(3,146,409)","(1,847,775)","(1,185,133)"
영업이익,6435319,5289175,6097617
영업외손익,"(264,870)",160569,"(16,011)"
관계기업및공동기업투자손익,33110,"(28,755)",93526
기타영업외손익,"(297,980)",189324,"(109,537)"
법인세비용차감전당기순이익,6170449,5449744,6081606
법인세수익(비용),"(1,607,018)","(1,518,343)","(1,697,225)"
당기순이익,4563431,3931401,4384381
법인세비용차감후 당기기타포괄손익,1066624,123168,222758
당기손익으로 재분류되지 않는 포괄손익,,,
순확정급여부채의 재측정요소,"(72,170)",239701,"(45,510)"
관계기업 및 공동기업 기타포괄손익에 대한 지분,(2),183,51
기타포괄손익-공정가치측정지분상품평가손익,69605,"(932,058)",903398
당기손익-공정가치지정금융부채 신용위험변동손익,"(52,863)",38855,13715
후속적으로 당기손익으로 재분류될 수 있는 포괄손익,,,
외환차이,317,165568,255907
기타포괄손익-공정가치측정채무상품관련손익,3304471,"(5,342,895)","(924,698)"
관계기업 및 공동기업 기타포괄손익에 대한 지분,26,(545),498
현금흐름위험회피수단의 손익,53923,26168,20864
해외사업장순투자위험회피수단의 손익,"(14,659)","(79,085)","(57,935)"
보험계약자산(부채)순금융손익,"(2,222,024)",6007276,0
특별계정기타포괄손익,0,0,"(63,814)"
손익변동성 조정손익,0,0,120282
당기총포괄이익,5630055,4054569,4607139
당기순이익의 귀속,,,
지배기업주주지분순이익,4631932,4152992,4409543
비지배지분순이익,"(68,501)","(221,591)","(25,162)"
당기총포괄손익의 귀속,,,
지배기업주주지분총포괄손익,5704929,4262621,4610549
비지배지분총포괄손익,"(74,874)","(208,052)","(3,410)"
주당이익,,,
기본주당이익 (단위 : 원),11580.0,10334.0,11134.0
희석주당이익 (단위 : 원),11312.0,10099.0,10890.0
