Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및예치금,29836311,32474750,31009374
당기손익-공정가치측정 금융자산,77038267,70092497,66005815
파생상품자산,6157628,9446580,3721370
상각후원가측정대출채권,444805287,433038931,417900273
투자금융자산,122199529,115452659,104847871
관계기업 및 공동기업투자,722222,682669,448718
보험계약자산,229640,83304,0
재보험계약자산,1655168,1495966,0
유형자산,4945699,4991467,5239898
투자부동산,4109784,3148340,2514944
무형자산,1950858,1858470,3266357
순확정급여자산,374090,478934,100083
당기법인세자산,244317,204690,98798
이연법인세자산,274225,188372,159093
매각예정자산,208230,211758,237318
매각예정처분자산집단,0,0,171749
기타자산,20986897,14815439,28174173
자산총계,715738152,688664826,663895834
자본과 부채,,,
부채,,,
당기손익-공정가치측정 금융부채,10920435,12271604,12088980
파생상품부채,6210639,9509769,3682258
예수부채,406512434,393928904,372023918
차입부채,69583561,71717366,56912374
사채,69176668,68698203,67430188
보험계약부채,50308552,45969434,57165936
재보험계약부채,36030,31728,0
충당부채,1444418,933701,808604
순확정급여부채,81869,85745,225521
당기법인세부채,145335,998681,662672
이연법인세부채,2179966,1561857,1470981
기타부채,40264935,28850033,43130482
부채총계,656864842,634557025,615601914
자본,,,
지배기업주주지분,56929804,52827699,47460582
자본금,2090558,2090558,2090558
신종자본증권,5032803,4434251,2838221
자본잉여금,16647916,16940731,16940231
기타포괄손익누계액,2295165,1249922,1047274
매각예정처분자산집단 관련 기타포괄손익누계액,0,0,7671
이익잉여금,32029199,28948425,25672815
자기주식,"(1,165,837)","(836,188)","(1,136,188)"
비지배지분,1943506,1280102,833338
자본총계,58873310,54107801,48293920
부채와자본총계,715738152,688664826,663895834
