Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및예치금,1640577747067,2159367649277,1945659188133
당기손익-공정가치금융자산,852895233370,799962989873,767793738361
기타포괄손익-공정가치금융자산,2997435932803,2279072048242,2091405891543
상각후원가금융자산,3767591962571,3643927930599,3680561790694
대출채권 및 수취채권,40612970294325,38983049945632,37208589586216
관계기업투자,577911419756,462517837160,501071780618
파생상품자산,19369531169,26210053382,16831144881
투자부동산,29939012623,28637457501,30959694541
유형자산,286157213098,285131595435,277475890450
무형자산,66627080007,57108963743,51062477602
기타자산,19179033771,28496745032,27119579905
순확정급여자산,61666627939,77305849711,5114280808
당기법인세자산,692890200,1117645150,880342410
이연법인세자산,0,26061762638,15373276111
자산총계,50933013978699,48857968473375,46619898662273
자본과 부채,,,
부채,,,
파생상품부채,16951072124,26373663461,15131983258
예수부채,42236818750257,40219542545960,38379064358589
차입부채,2442448681191,2259211453276,2103163505634
발행사채,1511447875627,1699734639616,1903259830296
충당부채,86419676980,63356332119,47833177240
기타금융부채,1115911626876,878441629511,612522984425
기타부채,35557108161,35455910180,31916077029
당기법인세부채,6750869873,50817310662,26114891532
이연법인세부채,18577367846,0,0
부채총계,47470883028935,45232933484785,43119006808003
자본,,,
지배주주지분,3462130949764,3625034988590,3500891854270
자본금,432104560000,432104560000,432104560000
신종자본증권,199449480000,498815940000,448843940000
기타불입자본,666948419098,667059439098,667581959098
기타자본구성요소,"(19,543,206,588)","(66,763,353,283)","(47,704,980,906)"
이익잉여금,2183171697254,2093818402775,2000066376078
대손준비금 적립액,178509000000,259572000000,217720000000
대손준비금 전입(환입) 예정액,"(57,829,000,000)","(81,063,000,000)",41852000000
비지배지분,0,0,0
자본총계,3462130949764,3625034988590,3500891854270
자본과부채총계,50933013978699,48857968473375,46619898662273
