Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
I.현금및예치금,4975255,7747700,4682910
II.당기손익-공정가치측정금융자산,11417392,15633996,6557909
III.당기손익-공정가치측정지정금융자산,100717,96095,191088
IV.기타포괄손익-공정가치측정금융자산,6892633,5352560,9803881
V.상각후원가측정금융자산,54337933,68129910,59651799
VI.기타금융자산,7090871,542628,4839162
VII.유형자산,477065,483005,478188
VIII.투자부동산,219046,223235,270563
IX.무형자산,78851,82465,83226
X.당기법인세자산,0,0,41491
XI.이연법인세자산,60460,23890,70070
XII.기타자산,44634,66383,44013
XIII.매각예정비유동자산,5973,9884,0
자산총계,85700830,98391751,86714300
자본과 부채,,,
부채,,,
I.예수부채,50623816,58735323,60759224
II.당기손익-공정가치측정금융부채,10252776,13882166,5857522
III.당기손익인식-공정가치측정지정금융부채,2158714,1808139,1738821
IV.차입부채,1740733,1601493,1112647
V.발행사채,4358127,6088871,5487515
VI.위험회피목적파생상품부채,35952,59040,251
VII.기타금융부채,10883310,10680916,6683988
VIII.충당부채,115869,103169,73478
IX.당기법인세부채,140771,57827,0
X.기타부채,72939,61116,46658
부채총계,80383007,93078060,81760104
자본,,,
I.자본금,1313043,1313043,1313043
II.신종자본증권,299969,299969,299969
III.자본잉여금,674383,672595,691084
IV.자본조정,"(5,180)","(5,180)","(5,180)"
V.기타포괄손익누계액,"(16,878)","(46,463)","(46,658)"
VI.이익잉여금,3052486,3079727,2701938
대손준비금 적립액,341722,412866,368375
대손준비금 미적립액,0,0,0
대손준비금 전입(환입) 예정액,"(82,509)","(71,144)",44491
대손준비금 전입(환입) 필요액,"(82,509)","(71,144)",44491
자본총계,5317823,5313691,4954196
자본과부채총계,85700830,98391751,86714300
