Accounts,2023.12.31,2022.12.31,2021.12.31
자산,,,
현금및현금성자산,5494179,8862080,4375862
당기손익공정가치측정금융자산,44552170,0,0
당기손익인식금융자산,0,27741179,4356305
기타포괄손익-공정가치측정금융자산,167664679,0,0
매도가능금융자산,0,60912261,178991324
상각후원가측정금융자산,82774703,0,0
만기보유금융자산,0,101790973,276322
대출채권및기타수취채권,0,85530142,84652708
파생상품자산,1061971,980546,268273
관계기업투자,2488597,1883643,1907385
금융리스채권,50773,75269,108469
매각예정자산,0,16384,16482
보험계약자산,0,19373,0
재보험계약자산,1377775,443719,0
투자부동산,6549467,5812008,6076134
유형자산,439982,476534,626122
무형자산,569594,562661,596189
사용권자산,230961,255991,216083
당기법인세자산,521555,2721,249186
이연법인세자산,68686,8884,1251
순확정급여자산,89824,110263,486
기타자산,720134,749532,3416453
특별계정자산_IFRS4,0,0,55247540
자산총계,314655050,296234163,341382574
자본과 부채,,,
부채,,,
보험계약부채,190261117,179989046,195080112
재보험계약부채,520786,432902,0
계약자지분조정,10510668,5328858,12996634
당기손익인식금융부채,0,0,0
상각후원가측정금융부채,8466432,0,0
기타금융부채,0,8021312,6047544
투자계약부채,29307958,28621939,0
차입부채,19617536,20182899,18108843
리스부채,254213,288243,209395
파생상품부채,2147926,2666949,1229736
당기법인세부채,122161,991417,183012
이연법인세부채,7207328,6356386,8280452
충당부채,798598,791444,672763
순확정급여부채,195972,157106,191497
기타부채,906914,843642,1022958
특별계정부채_IFRS4,0,0,57734261
부채총계,270317609,254672143,301757207
자본,,,
지배주주지분,42437828,39675314,37812300
자본금,100000,100000,100000
자본잉여금,125115,125115,125115
자본조정,"(2,116,955)","(2,116,955)","(2,116,955)"
기타포괄손익누계액,26351582,24654450,21860319
이익잉여금(결손금),17978086,16912704,17843821
비지배지분,1899613,1886706,1813067
자본총계,44337441,41562020,39625367
자본과부채총계,314655050,296234163,341382574
